hour,day,month,dayofweek,load_lag_1,load_lag_24
7,12,4,1,37665.0,37495.0
8,12,4,1,39061.0,36918.0
9,12,4,1,38722.0,36186.0
10,12,4,1,37626.0,34100.0
11,12,4,1,34795.0,33905.0
12,12,4,1,34449.0,34596.0
13,12,4,1,35655.0,35191.0
14,12,4,1,36459.0,34953.0
15,12,4,1,36211.0,34509.0
16,12,4,1,36153.0,34294.0
17,12,4,1,35957.0,35661.0
18,12,4,1,37152.0,37956.0
19,12,4,1,38997.0,35410.0
20,12,4,1,36418.0,31665.0
21,12,4,1,32842.0,28627.0
22,12,4,1,29056.0,26187.0
23,12,4,1,25727.0,24422.0
0,13,4,2,24024.0,23469.0
1,13,4,2,23221.0,23186.0
2,13,4,2,23044.0,23508.0
3,13,4,2,23342.0,25147.0
4,13,4,2,25234.0,29135.0
5,13,4,2,29030.0,33711.0
6,13,4,2,33941.0,37665.0
7,13,4,2,37507.0,39061.0
8,13,4,2,38538.0,38722.0
9,13,4,2,38296.0,37626.0
10,13,4,2,37389.0,34795.0
11,13,4,2,34898.0,34449.0
12,13,4,2,34308.0,35655.0
13,13,4,2,35376.0,36459.0
14,13,4,2,36139.0,36211.0
15,13,4,2,36210.0,36153.0
16,13,4,2,35492.0,35957.0
17,13,4,2,35684.0,37152.0
18,13,4,2,36917.0,38997.0
19,13,4,2,38470.0,36418.0
20,13,4,2,35885.0,32842.0
21,13,4,2,32281.0,29056.0
22,13,4,2,29394.0,25727.0
23,13,4,2,26259.0,24024.0
0,14,4,3,24529.0,23221.0
1,14,4,3,23810.0,23044.0
2,14,4,3,23492.0,23342.0
3,14,4,3,23602.0,25234.0
4,14,4,3,25168.0,29030.0
5,14,4,3,29056.0,33941.0
6,14,4,3,33673.0,37507.0
7,14,4,3,37984.0,38538.0
8,14,4,3,38338.0,38296.0
9,14,4,3,38043.0,37389.0
10,14,4,3,37051.0,34898.0
11,14,4,3,34534.0,34308.0
12,14,4,3,34279.0,35376.0
13,14,4,3,35016.0,36139.0
14,14,4,3,35439.0,36210.0
15,14,4,3,35626.0,35492.0
16,14,4,3,34787.0,35684.0
17,14,4,3,34437.0,36917.0
18,14,4,3,35781.0,38470.0
19,14,4,3,38230.0,35885.0
20,14,4,3,35957.0,32281.0
21,14,4,3,32254.0,29394.0
22,14,4,3,29459.0,26259.0
23,14,4,3,26438.0,24529.0
0,15,4,4,24789.0,23810.0
1,15,4,4,23776.0,23492.0
2,15,4,4,23454.0,23602.0
3,15,4,4,23677.0,25168.0
4,15,4,4,25170.0,29056.0
5,15,4,4,28720.0,33673.0
6,15,4,4,33296.0,37984.0
7,15,4,4,37073.0,38338.0
8,15,4,4,37766.0,38043.0
9,15,4,4,37473.0,37051.0
10,15,4,4,36672.0,34534.0
11,15,4,4,34397.0,34279.0
12,15,4,4,33679.0,35016.0
13,15,4,4,34780.0,35439.0
14,15,4,4,35472.0,35626.0
15,15,4,4,35115.0,34787.0
16,15,4,4,34928.0,34437.0
17,15,4,4,34746.0,35781.0
18,15,4,4,36288.0,38230.0
19,15,4,4,37678.0,35957.0
20,15,4,4,35255.0,32254.0
21,15,4,4,31383.0,29459.0
22,15,4,4,28817.0,26438.0
23,15,4,4,26300.0,24789.0
0,16,4,5,24287.0,23776.0
1,16,4,5,23280.0,23454.0
2,16,4,5,22811.0,23677.0
3,16,4,5,22711.0,25170.0
4,16,4,5,23018.0,28720.0
5,16,4,5,23827.0,33296.0
6,16,4,5,26262.0,37073.0
7,16,4,5,29255.0,37766.0
8,16,4,5,30636.0,37473.0
9,16,4,5,30236.0,36672.0
10,16,4,5,29328.0,34397.0
11,16,4,5,27582.0,33679.0
12,16,4,5,25910.0,34780.0
13,16,4,5,25462.0,35472.0
14,16,4,5,26401.0,35115.0
15,16,4,5,26757.0,34928.0
16,16,4,5,27721.0,34746.0
17,16,4,5,28501.0,36288.0
18,16,4,5,30070.0,37678.0
19,16,4,5,31959.0,35255.0
20,16,4,5,29984.0,31383.0
21,16,4,5,27668.0,28817.0
22,16,4,5,25631.0,26300.0
23,16,4,5,23730.0,24287.0
0,17,4,6,21943.0,23280.0
1,17,4,6,20941.0,22811.0
2,17,4,6,20460.0,22711.0
3,17,4,6,20228.0,23018.0
4,17,4,6,20612.0,23827.0
5,17,4,6,20698.0,26262.0
6,17,4,6,21473.0,29255.0
7,17,4,6,23608.0,30636.0
8,17,4,6,25241.0,30236.0
9,17,4,6,25745.0,29328.0
10,17,4,6,25987.0,27582.0
11,17,4,6,25955.0,25910.0
12,17,4,6,24533.0,25462.0
13,17,4,6,23119.0,26401.0
14,17,4,6,22857.0,26757.0
15,17,4,6,22618.0,27721.0
16,17,4,6,23335.0,28501.0
17,17,4,6,24351.0,30070.0
18,17,4,6,26438.0,31959.0
19,17,4,6,29450.0,29984.0
20,17,4,6,28545.0,27668.0
21,17,4,6,26548.0,25631.0
22,17,4,6,24440.0,23730.0
23,17,4,6,21781.0,21943.0
0,18,4,0,20443.0,20941.0
1,18,4,0,19777.0,20460.0
2,18,4,0,19523.0,20228.0
3,18,4,0,20107.0,20612.0
4,18,4,0,22192.0,20698.0
5,18,4,0,26484.0,21473.0
6,18,4,0,31294.0,23608.0
7,18,4,0,35540.0,25241.0
8,18,4,0,36545.0,25745.0
9,18,4,0,35913.0,25987.0
10,18,4,0,35790.0,25955.0
11,18,4,0,33771.0,24533.0
12,18,4,0,33893.0,23119.0
13,18,4,0,35375.0,22857.0
14,18,4,0,36218.0,22618.0
15,18,4,0,36329.0,23335.0
16,18,4,0,34782.0,24351.0
17,18,4,0,34213.0,26438.0
18,18,4,0,35513.0,29450.0
19,18,4,0,37506.0,28545.0
20,18,4,0,34956.0,26548.0
21,18,4,0,31273.0,24440.0
22,18,4,0,28686.0,21781.0
23,18,4,0,26042.0,20443.0
0,19,4,1,24492.0,19777.0
1,19,4,1,23751.0,19523.0
2,19,4,1,23515.0,20107.0
3,19,4,1,23811.0,22192.0
4,19,4,1,25360.0,26484.0
5,19,4,1,28855.0,31294.0
6,19,4,1,33923.0,35540.0
7,19,4,1,38032.0,36545.0
8,19,4,1,38924.0,35913.0
9,19,4,1,38271.0,35790.0
10,19,4,1,37944.0,33771.0
11,19,4,1,35775.0,33893.0
12,19,4,1,35150.0,35375.0
13,19,4,1,35850.0,36218.0
14,19,4,1,36140.0,36329.0
15,19,4,1,35498.0,34782.0
16,19,4,1,34610.0,34213.0
17,19,4,1,34476.0,35513.0
18,19,4,1,35656.0,37506.0
19,19,4,1,37852.0,34956.0
20,19,4,1,35690.0,31273.0
21,19,4,1,31944.0,28686.0
22,19,4,1,28669.0,26042.0
23,19,4,1,26251.0,24492.0
0,20,4,2,24468.0,23751.0
1,20,4,2,23564.0,23515.0
2,20,4,2,23212.0,23811.0
3,20,4,2,23351.0,25360.0
4,20,4,2,24767.0,28855.0
5,20,4,2,27774.0,33923.0
6,20,4,2,32557.0,38032.0
7,20,4,2,36742.0,38924.0
8,20,4,2,37339.0,38271.0
9,20,4,2,36869.0,37944.0
10,20,4,2,36138.0,35775.0
11,20,4,2,33769.0,35150.0
12,20,4,2,33567.0,35850.0
13,20,4,2,34062.0,36140.0
14,20,4,2,34770.0,35498.0
15,20,4,2,34641.0,34610.0
16,20,4,2,33727.0,34476.0
17,20,4,2,33215.0,35656.0
18,20,4,2,34420.0,37852.0
19,20,4,2,37000.0,35690.0
20,20,4,2,34874.0,31944.0
21,20,4,2,31658.0,28669.0
22,20,4,2,28865.0,26251.0
23,20,4,2,26030.0,24468.0
0,21,4,3,24112.0,23564.0
1,21,4,3,22792.0,23212.0
2,21,4,3,22538.0,23351.0
3,21,4,3,22747.0,24767.0
4,21,4,3,24635.0,27774.0
5,21,4,3,28794.0,32557.0
6,21,4,3,33770.0,36742.0
7,21,4,3,37638.0,37339.0
8,21,4,3,38661.0,36869.0
9,21,4,3,38101.0,36138.0
10,21,4,3,37189.0,33769.0
11,21,4,3,35018.0,33567.0
12,21,4,3,34632.0,34062.0
13,21,4,3,35741.0,34770.0
14,21,4,3,36850.0,34641.0
15,21,4,3,37185.0,33727.0
16,21,4,3,35886.0,33215.0
17,21,4,3,35384.0,34420.0
18,21,4,3,36043.0,37000.0
19,21,4,3,38026.0,34874.0
20,21,4,3,36020.0,31658.0
21,21,4,3,32474.0,28865.0
22,21,4,3,29725.0,26030.0
23,21,4,3,26575.0,24112.0
0,22,4,4,24874.0,22792.0
1,22,4,4,24144.0,22538.0
2,22,4,4,23751.0,22747.0
3,22,4,4,23954.0,24635.0
4,22,4,4,25133.0,28794.0
5,22,4,4,28150.0,33770.0
6,22,4,4,33057.0,37638.0
7,22,4,4,36998.0,38661.0
8,22,4,4,38020.0,38101.0
9,22,4,4,37398.0,37189.0
10,22,4,4,36398.0,35018.0
11,22,4,4,34100.0,34632.0
12,22,4,4,33818.0,35741.0
13,22,4,4,35100.0,36850.0
14,22,4,4,35924.0,37185.0
15,22,4,4,36198.0,35886.0
16,22,4,4,35345.0,35384.0
17,22,4,4,35049.0,36043.0
18,22,4,4,36121.0,38026.0
19,22,4,4,37535.0,36020.0
20,22,4,4,35433.0,32474.0
21,22,4,4,31840.0,29725.0
22,22,4,4,29129.0,26575.0
23,22,4,4,26369.0,24874.0
0,23,4,5,24420.0,24144.0
1,23,4,5,23367.0,23751.0
2,23,4,5,22940.0,23954.0
3,23,4,5,22727.0,25133.0
4,23,4,5,22841.0,28150.0
5,23,4,5,23641.0,33057.0
6,23,4,5,26150.0,36998.0
7,23,4,5,29180.0,38020.0
8,23,4,5,31038.0,37398.0
9,23,4,5,30886.0,36398.0
10,23,4,5,30299.0,34100.0
11,23,4,5,28568.0,33818.0
12,23,4,5,26987.0,35100.0
13,23,4,5,26277.0,35924.0
14,23,4,5,26374.0,36198.0
15,23,4,5,26365.0,35345.0
16,23,4,5,27094.0,35049.0
17,23,4,5,28125.0,36121.0
18,23,4,5,29667.0,37535.0
19,23,4,5,31107.0,35433.0
20,23,4,5,29427.0,31840.0
21,23,4,5,27328.0,29129.0
22,23,4,5,25010.0,26369.0
23,23,4,5,23389.0,24420.0
0,24,4,6,21451.0,23367.0
1,24,4,6,20377.0,22940.0
2,24,4,6,19798.0,22727.0
3,24,4,6,19653.0,22841.0
4,24,4,6,19991.0,23641.0
5,24,4,6,19699.0,26150.0
6,24,4,6,20642.0,29180.0
7,24,4,6,22560.0,31038.0
8,24,4,6,23866.0,30886.0
9,24,4,6,24472.0,30299.0
10,24,4,6,24883.0,28568.0
11,24,4,6,24253.0,26987.0
12,24,4,6,23203.0,26277.0
13,24,4,6,22483.0,26374.0
14,24,4,6,22170.0,26365.0
15,24,4,6,22736.0,27094.0
16,24,4,6,23327.0,28125.0
17,24,4,6,24200.0,29667.0
18,24,4,6,25617.0,31107.0
19,24,4,6,28162.0,29427.0
20,24,4,6,27515.0,27328.0
21,24,4,6,25283.0,25010.0
22,24,4,6,23156.0,23389.0
23,24,4,6,21877.0,21451.0
0,25,4,0,20212.0,20377.0
1,25,4,0,19326.0,19798.0
2,25,4,0,18750.0,19653.0
3,25,4,0,18687.0,19991.0
4,25,4,0,19111.0,19699.0
5,25,4,0,18882.0,20642.0
6,25,4,0,19966.0,22560.0
7,25,4,0,21756.0,23866.0
8,25,4,0,23411.0,24472.0
9,25,4,0,23874.0,24883.0
10,25,4,0,24134.0,24253.0
11,25,4,0,23002.0,23203.0
12,25,4,0,22456.0,22483.0
13,25,4,0,21313.0,22170.0
14,25,4,0,21573.0,22736.0
15,25,4,0,21409.0,23327.0
16,25,4,0,21535.0,24200.0
17,25,4,0,23059.0,25617.0
18,25,4,0,24972.0,28162.0
19,25,4,0,27768.0,27515.0
20,25,4,0,27757.0,25283.0
21,25,4,0,25467.0,23156.0
22,25,4,0,22759.0,21877.0
23,25,4,0,21215.0,20212.0
0,26,4,1,19705.0,19326.0
1,26,4,1,18981.0,18750.0
2,26,4,1,18797.0,18687.0
3,26,4,1,19295.0,19111.0
4,26,4,1,21231.0,18882.0
5,26,4,1,25441.0,19966.0
6,26,4,1,31235.0,21756.0
7,26,4,1,35797.0,23411.0
8,26,4,1,37146.0,23874.0
9,26,4,1,36831.0,24134.0
10,26,4,1,36307.0,23002.0
11,26,4,1,33757.0,22456.0
12,26,4,1,33946.0,21313.0
13,26,4,1,36624.0,21573.0
14,26,4,1,37161.0,21409.0
15,26,4,1,36603.0,21535.0
16,26,4,1,35732.0,23059.0
17,26,4,1,35324.0,24972.0
18,26,4,1,36748.0,27768.0
19,26,4,1,38157.0,27757.0
20,26,4,1,36649.0,25467.0
21,26,4,1,33097.0,22759.0
22,26,4,1,29703.0,21215.0
23,26,4,1,26309.0,19705.0
0,27,4,2,24430.0,18981.0
1,27,4,2,23439.0,18797.0
2,27,4,2,23088.0,19295.0
3,27,4,2,23339.0,21231.0
4,27,4,2,24806.0,25441.0
5,27,4,2,28065.0,31235.0
6,27,4,2,33536.0,35797.0
7,27,4,2,38123.0,37146.0
8,27,4,2,39200.0,36831.0
9,27,4,2,39133.0,36307.0
10,27,4,2,38036.0,33757.0
11,27,4,2,35596.0,33946.0
12,27,4,2,35185.0,36624.0
13,27,4,2,35945.0,37161.0
14,27,4,2,36211.0,36603.0
15,27,4,2,36278.0,35732.0
16,27,4,2,35458.0,35324.0
17,27,4,2,35211.0,36748.0
18,27,4,2,36279.0,38157.0
19,27,4,2,38230.0,36649.0
20,27,4,2,36608.0,33097.0
21,27,4,2,33093.0,29703.0
22,27,4,2,30006.0,26309.0
23,27,4,2,26088.0,24430.0
0,28,4,3,24417.0,23439.0
1,28,4,3,23607.0,23088.0
2,28,4,3,23265.0,23339.0
3,28,4,3,23510.0,24806.0
4,28,4,3,24992.0,28065.0
5,28,4,3,28340.0,33536.0
6,28,4,3,33816.0,38123.0
7,28,4,3,38277.0,39200.0
8,28,4,3,39290.0,39133.0
9,28,4,3,39195.0,38036.0
10,28,4,3,38659.0,35596.0
11,28,4,3,35826.0,35185.0
12,28,4,3,35346.0,35945.0
13,28,4,3,36423.0,36211.0
14,28,4,3,35709.0,36278.0
15,28,4,3,36110.0,35458.0
16,28,4,3,35730.0,35211.0
17,28,4,3,35690.0,36279.0
18,28,4,3,36840.0,38230.0
19,28,4,3,38260.0,36608.0
20,28,4,3,36698.0,33093.0
21,28,4,3,32985.0,30006.0
22,28,4,3,29892.0,26088.0
23,28,4,3,26909.0,24417.0
0,29,4,4,25184.0,23607.0
1,29,4,4,24324.0,23265.0
2,29,4,4,23928.0,23510.0
3,29,4,4,24178.0,24992.0
4,29,4,4,25436.0,28340.0
5,29,4,4,28746.0,33816.0
6,29,4,4,33378.0,38277.0
7,29,4,4,37675.0,39290.0
8,29,4,4,39193.0,39195.0
9,29,4,4,39405.0,38659.0
10,29,4,4,38284.0,35826.0
11,29,4,4,36029.0,35346.0
12,29,4,4,35915.0,36423.0
13,29,4,4,35746.0,35709.0
14,29,4,4,35838.0,36110.0
15,29,4,4,35414.0,35730.0
16,29,4,4,34375.0,35690.0
17,29,4,4,34133.0,36840.0
18,29,4,4,35228.0,38260.0
19,29,4,4,36796.0,36698.0
20,29,4,4,35392.0,32985.0
21,29,4,4,31894.0,29892.0
22,29,4,4,29262.0,26909.0
23,29,4,4,26876.0,25184.0
0,30,4,5,24962.0,24324.0
1,30,4,5,23608.0,23928.0
2,30,4,5,22992.0,24178.0
3,30,4,5,22897.0,25436.0
4,30,4,5,23399.0,28746.0
5,30,4,5,24379.0,33378.0
6,30,4,5,27478.0,37675.0
7,30,4,5,30392.0,39193.0
8,30,4,5,31470.0,39405.0
9,30,4,5,31132.0,38284.0
10,30,4,5,30145.0,36029.0
11,30,4,5,28183.0,35915.0
12,30,4,5,27342.0,35746.0
13,30,4,5,26490.0,35838.0
14,30,4,5,27305.0,35414.0
15,30,4,5,27975.0,34375.0
16,30,4,5,28958.0,34133.0
17,30,4,5,29642.0,35228.0
18,30,4,5,31031.0,36796.0
19,30,4,5,32236.0,35392.0
20,30,4,5,30605.0,31894.0
21,30,4,5,27959.0,29262.0
22,30,4,5,25952.0,26876.0
23,30,4,5,23104.0,24962.0
0,1,5,6,21023.0,23608.0
1,1,5,6,19744.0,22992.0
2,1,5,6,19083.0,22897.0
3,1,5,6,18577.0,23399.0
4,1,5,6,18512.0,24379.0
5,1,5,6,17959.0,27478.0
6,1,5,6,18987.0,30392.0
7,1,5,6,21054.0,31470.0
8,1,5,6,22903.0,31132.0
9,1,5,6,23780.0,30145.0
10,1,5,6,24157.0,28183.0
11,1,5,6,23650.0,27342.0
12,1,5,6,21892.0,26490.0
13,1,5,6,21654.0,27305.0
14,1,5,6,21455.0,27975.0
15,1,5,6,20933.0,28958.0
16,1,5,6,21664.0,29642.0
17,1,5,6,22704.0,31031.0
18,1,5,6,24717.0,32236.0
19,1,5,6,27417.0,30605.0
20,1,5,6,27382.0,27959.0
21,1,5,6,25379.0,25952.0
22,1,5,6,22666.0,23104.0
23,1,5,6,20168.0,21023.0
0,2,5,0,18761.0,19744.0
1,2,5,0,18208.0,19083.0
2,2,5,0,18156.0,18577.0
3,2,5,0,18825.0,18512.0
4,2,5,0,20861.0,17959.0
5,2,5,0,25168.0,18987.0
6,2,5,0,31354.0,21054.0
7,2,5,0,36276.0,22903.0
8,2,5,0,37681.0,23780.0
9,2,5,0,37685.0,24157.0
10,2,5,0,37417.0,23650.0
11,2,5,0,35328.0,21892.0
12,2,5,0,35621.0,21654.0
13,2,5,0,35709.0,21455.0
14,2,5,0,36409.0,20933.0
15,2,5,0,36427.0,21664.0
16,2,5,0,35539.0,22704.0
17,2,5,0,34657.0,24717.0
18,2,5,0,35721.0,27417.0
19,2,5,0,36747.0,27382.0
20,2,5,0,36001.0,25379.0
21,2,5,0,32394.0,22666.0
22,2,5,0,29253.0,20168.0
23,2,5,0,26090.0,18761.0
0,3,5,1,24384.0,18208.0
1,3,5,1,23519.0,18156.0
2,3,5,1,23327.0,18825.0
3,3,5,1,23427.0,20861.0
4,3,5,1,24817.0,25168.0
5,3,5,1,27994.0,31354.0
6,3,5,1,33426.0,36276.0
7,3,5,1,37672.0,37681.0
8,3,5,1,38682.0,37685.0
9,3,5,1,38972.0,37417.0
10,3,5,1,38616.0,35328.0
11,3,5,1,35955.0,35621.0
12,3,5,1,35017.0,35709.0
13,3,5,1,35930.0,36409.0
14,3,5,1,36881.0,36427.0
15,3,5,1,36192.0,35539.0
16,3,5,1,34892.0,34657.0
17,3,5,1,34638.0,35721.0
18,3,5,1,35699.0,36747.0
19,3,5,1,37404.0,36001.0
20,3,5,1,36463.0,32394.0
21,3,5,1,32799.0,29253.0
22,3,5,1,29666.0,26090.0
23,3,5,1,26295.0,24384.0
0,4,5,2,24653.0,23519.0
1,4,5,2,23817.0,23327.0
2,4,5,2,23424.0,23427.0
3,4,5,2,23932.0,24817.0
4,4,5,2,25370.0,27994.0
5,4,5,2,28161.0,33426.0
6,4,5,2,33311.0,37672.0
7,4,5,2,37570.0,38682.0
8,4,5,2,38693.0,38972.0
9,4,5,2,38257.0,38616.0
10,4,5,2,38343.0,35955.0
11,4,5,2,36074.0,35017.0
12,4,5,2,35343.0,35930.0
13,4,5,2,36048.0,36881.0
14,4,5,2,37121.0,36192.0
15,4,5,2,36646.0,34892.0
16,4,5,2,35415.0,34638.0
17,4,5,2,34579.0,35699.0
18,4,5,2,35803.0,37404.0
19,4,5,2,37390.0,36463.0
20,4,5,2,36464.0,32799.0
21,4,5,2,32529.0,29666.0
22,4,5,2,29948.0,26295.0
23,4,5,2,26993.0,24653.0
0,5,5,3,25302.0,23817.0
1,5,5,3,24475.0,23424.0
2,5,5,3,24224.0,23932.0
3,5,5,3,24354.0,25370.0
4,5,5,3,25632.0,28161.0
5,5,5,3,28654.0,33311.0
6,5,5,3,34006.0,37570.0
7,5,5,3,37864.0,38693.0
8,5,5,3,38835.0,38257.0
9,5,5,3,38371.0,38343.0
10,5,5,3,38562.0,36074.0
11,5,5,3,36567.0,35343.0
12,5,5,3,36264.0,36048.0
13,5,5,3,36231.0,37121.0
14,5,5,3,36448.0,36646.0
15,5,5,3,35562.0,35415.0
16,5,5,3,34555.0,34579.0
17,5,5,3,33969.0,35803.0
18,5,5,3,35061.0,37390.0
19,5,5,3,36801.0,36464.0
20,5,5,3,36030.0,32529.0
21,5,5,3,32623.0,29948.0
22,5,5,3,29773.0,26993.0
23,5,5,3,27481.0,25302.0
0,6,5,4,25589.0,24475.0
1,6,5,4,24655.0,24224.0
2,6,5,4,24279.0,24354.0
3,6,5,4,24297.0,25632.0
4,6,5,4,25583.0,28654.0
5,6,5,4,28362.0,34006.0
6,6,5,4,33265.0,37864.0
7,6,5,4,36678.0,38835.0
8,6,5,4,37913.0,38371.0
9,6,5,4,37668.0,38562.0
10,6,5,4,37415.0,36567.0
11,6,5,4,35165.0,36264.0
12,6,5,4,34722.0,36231.0
13,6,5,4,34088.0,36448.0
14,6,5,4,34828.0,35562.0
15,6,5,4,34854.0,34555.0
16,6,5,4,34018.0,33969.0
17,6,5,4,33886.0,35061.0
18,6,5,4,35077.0,36801.0
19,6,5,4,36629.0,36030.0
20,6,5,4,35999.0,32623.0
21,6,5,4,32483.0,29773.0
22,6,5,4,29481.0,27481.0
23,6,5,4,26787.0,25589.0
0,7,5,5,24733.0,24655.0
1,7,5,5,23640.0,24279.0
2,7,5,5,23188.0,24297.0
3,7,5,5,23004.0,25583.0
4,7,5,5,22948.0,28362.0
5,7,5,5,23302.0,33265.0
6,7,5,5,26055.0,36678.0
7,7,5,5,28683.0,37913.0
8,7,5,5,29672.0,37668.0
9,7,5,5,29684.0,37415.0
10,7,5,5,28842.0,35165.0
11,7,5,5,27610.0,34722.0
12,7,5,5,26182.0,34088.0
13,7,5,5,26050.0,34828.0
14,7,5,5,26372.0,34854.0
15,7,5,5,26635.0,34018.0
16,7,5,5,27077.0,33886.0
17,7,5,5,28137.0,35077.0
18,7,5,5,29848.0,36629.0
19,7,5,5,31362.0,35999.0
20,7,5,5,30479.0,32483.0
21,7,5,5,27974.0,29481.0
22,7,5,5,25978.0,26787.0
23,7,5,5,23438.0,24733.0
0,8,5,6,21501.0,23640.0
1,8,5,6,20487.0,23188.0
2,8,5,6,19982.0,23004.0
3,8,5,6,19775.0,22948.0
4,8,5,6,19846.0,23302.0
5,8,5,6,19133.0,26055.0
6,8,5,6,20230.0,28683.0
7,8,5,6,22048.0,29672.0
8,8,5,6,23210.0,29684.0
9,8,5,6,23976.0,28842.0
10,8,5,6,24051.0,27610.0
11,8,5,6,23760.0,26182.0
12,8,5,6,22556.0,26050.0
13,8,5,6,22129.0,26372.0
14,8,5,6,22444.0,26635.0
15,8,5,6,22563.0,27077.0
16,8,5,6,23084.0,28137.0
17,8,5,6,24453.0,29848.0
18,8,5,6,26279.0,31362.0
19,8,5,6,28695.0,30479.0
20,8,5,6,28622.0,27974.0
21,8,5,6,26604.0,25978.0
22,8,5,6,24264.0,23438.0
23,8,5,6,22055.0,21501.0
0,9,5,0,20407.0,20487.0
1,9,5,0,19812.0,19982.0
2,9,5,0,19602.0,19775.0
3,9,5,0,20151.0,19846.0
4,9,5,0,21667.0,19133.0
5,9,5,0,25679.0,20230.0
6,9,5,0,31603.0,22048.0
7,9,5,0,36543.0,23210.0
8,9,5,0,37795.0,23976.0
9,9,5,0,37107.0,24051.0
10,9,5,0,36969.0,23760.0
11,9,5,0,35223.0,22556.0
12,9,5,0,35172.0,22129.0
13,9,5,0,35371.0,22444.0
14,9,5,0,35661.0,22563.0
15,9,5,0,35830.0,23084.0
16,9,5,0,35173.0,24453.0
17,9,5,0,34567.0,26279.0
18,9,5,0,35110.0,28695.0
19,9,5,0,36540.0,28622.0
20,9,5,0,35609.0,26604.0
21,9,5,0,31829.0,24264.0
22,9,5,0,28770.0,22055.0
23,9,5,0,26519.0,20407.0
0,10,5,1,24721.0,19812.0
1,10,5,1,23938.0,19602.0
2,10,5,1,23643.0,20151.0
3,10,5,1,23962.0,21667.0
4,10,5,1,25012.0,25679.0
5,10,5,1,28017.0,31603.0
6,10,5,1,33555.0,36543.0
7,10,5,1,38084.0,37795.0
8,10,5,1,39762.0,37107.0
9,10,5,1,39616.0,36969.0
10,10,5,1,39594.0,35223.0
11,10,5,1,36923.0,35172.0
12,10,5,1,36564.0,35371.0
13,10,5,1,36867.0,35661.0
14,10,5,1,37257.0,35830.0
15,10,5,1,37369.0,35173.0
16,10,5,1,36336.0,34567.0
17,10,5,1,35639.0,35110.0
18,10,5,1,36378.0,36540.0
19,10,5,1,37337.0,35609.0
20,10,5,1,36331.0,31829.0
21,10,5,1,32556.0,28770.0
22,10,5,1,29817.0,26519.0
23,10,5,1,26801.0,24721.0
0,11,5,2,24921.0,23938.0
1,11,5,2,24140.0,23643.0
2,11,5,2,23953.0,23962.0
3,11,5,2,24235.0,25012.0
4,11,5,2,25304.0,28017.0
5,11,5,2,28513.0,33555.0
6,11,5,2,34232.0,38084.0
7,11,5,2,39099.0,39762.0
8,11,5,2,40682.0,39616.0
9,11,5,2,40938.0,39594.0
10,11,5,2,41123.0,36923.0
11,11,5,2,37976.0,36564.0
12,11,5,2,37640.0,36867.0
13,11,5,2,38404.0,37257.0
14,11,5,2,39006.0,37369.0
15,11,5,2,39321.0,36336.0
16,11,5,2,38300.0,35639.0
17,11,5,2,36927.0,36378.0
18,11,5,2,37165.0,37337.0
19,11,5,2,37257.0,36331.0
20,11,5,2,36193.0,32556.0
21,11,5,2,32632.0,29817.0
22,11,5,2,29759.0,26801.0
23,11,5,2,26986.0,24921.0
0,12,5,3,25074.0,24140.0
1,12,5,3,24323.0,23953.0
2,12,5,3,24107.0,24235.0
3,12,5,3,24278.0,25304.0
4,12,5,3,25328.0,28513.0
5,12,5,3,28527.0,34232.0
6,12,5,3,33892.0,39099.0
7,12,5,3,38559.0,40682.0
8,12,5,3,40295.0,40938.0
9,12,5,3,40228.0,41123.0
10,12,5,3,39636.0,37976.0
11,12,5,3,36524.0,37640.0
12,12,5,3,35883.0,38404.0
13,12,5,3,37373.0,39006.0
14,12,5,3,37343.0,39321.0
15,12,5,3,36886.0,38300.0
16,12,5,3,35631.0,36927.0
17,12,5,3,34779.0,37165.0
18,12,5,3,35214.0,37257.0
19,12,5,3,36428.0,36193.0
20,12,5,3,35630.0,32632.0
21,12,5,3,32135.0,29759.0
22,12,5,3,28887.0,26986.0
23,12,5,3,26680.0,25074.0
0,13,5,4,24965.0,24323.0
1,13,5,4,24149.0,24107.0
2,13,5,4,23782.0,24278.0
3,13,5,4,24032.0,25328.0
4,13,5,4,24934.0,28527.0
5,13,5,4,27727.0,33892.0
6,13,5,4,32757.0,38559.0
7,13,5,4,37089.0,40295.0
8,13,5,4,38572.0,40228.0
9,13,5,4,39160.0,39636.0
10,13,5,4,38252.0,36524.0
11,13,5,4,35811.0,35883.0
12,13,5,4,35508.0,37373.0
13,13,5,4,37374.0,37343.0
14,13,5,4,36602.0,36886.0
15,13,5,4,35583.0,35631.0
16,13,5,4,34707.0,34779.0
17,13,5,4,34267.0,35214.0
18,13,5,4,35002.0,36428.0
19,13,5,4,35894.0,35630.0
20,13,5,4,35223.0,32135.0
21,13,5,4,31840.0,28887.0
22,13,5,4,28840.0,26680.0
23,13,5,4,26205.0,24965.0
0,14,5,5,24331.0,24149.0
1,14,5,5,23407.0,23782.0
2,14,5,5,22930.0,24032.0
3,14,5,5,22696.0,24934.0
4,14,5,5,22717.0,27727.0
5,14,5,5,23173.0,32757.0
6,14,5,5,26358.0,37089.0
7,14,5,5,28999.0,38572.0
8,14,5,5,30300.0,39160.0
9,14,5,5,30299.0,38252.0
10,14,5,5,29565.0,35811.0
11,14,5,5,28132.0,35508.0
12,14,5,5,27054.0,37374.0
13,14,5,5,26888.0,36602.0
14,14,5,5,26841.0,35583.0
