hour,day,month,dayofweek,load_lag_1,load_lag_24
15,14,5,5,26949.0,34707.0
16,14,5,5,27959.0,34267.0
17,14,5,5,29037.0,35002.0
18,14,5,5,30133.0,35894.0
19,14,5,5,31145.0,35223.0
20,14,5,5,30808.0,31840.0
21,14,5,5,28454.0,28840.0
22,14,5,5,25992.0,26205.0
23,14,5,5,23477.0,24331.0
0,15,5,6,21713.0,23407.0
1,15,5,6,20588.0,22930.0
2,15,5,6,20013.0,22696.0
3,15,5,6,20119.0,22717.0
4,15,5,6,19962.0,23173.0
5,15,5,6,19356.0,26358.0
6,15,5,6,20204.0,28999.0
7,15,5,6,22197.0,30300.0
8,15,5,6,23829.0,30299.0
9,15,5,6,24073.0,29565.0
10,15,5,6,24223.0,28132.0
11,15,5,6,24890.0,27054.0
12,15,5,6,23809.0,26888.0
13,15,5,6,22843.0,26841.0
14,15,5,6,22492.0,26949.0
15,15,5,6,22234.0,27959.0
16,15,5,6,22710.0,29037.0
17,15,5,6,24515.0,30133.0
18,15,5,6,26367.0,31145.0
19,15,5,6,28232.0,30808.0
20,15,5,6,28964.0,28454.0
21,15,5,6,27147.0,25992.0
22,15,5,6,24324.0,23477.0
23,15,5,6,22046.0,21713.0
0,16,5,0,20536.0,20588.0
1,16,5,0,19882.0,20013.0
2,16,5,0,19663.0,20119.0
3,16,5,0,20161.0,19962.0
4,16,5,0,21522.0,19356.0
5,16,5,0,25191.0,20204.0
6,16,5,0,30967.0,22197.0
7,16,5,0,35800.0,23829.0
8,16,5,0,36992.0,24073.0
9,16,5,0,36715.0,24223.0
10,16,5,0,36222.0,24890.0
11,16,5,0,34570.0,23809.0
12,16,5,0,35140.0,22843.0
13,16,5,0,35963.0,22492.0
14,16,5,0,35944.0,22234.0
15,16,5,0,35155.0,22710.0
16,16,5,0,34379.0,24515.0
17,16,5,0,33895.0,26367.0
18,16,5,0,34733.0,28232.0
19,16,5,0,35438.0,28964.0
20,16,5,0,35394.0,27147.0
21,16,5,0,32191.0,24324.0
22,16,5,0,29250.0,22046.0
23,16,5,0,25953.0,20536.0
0,17,5,1,24483.0,19882.0
1,17,5,1,23680.0,19663.0
2,17,5,1,23436.0,20161.0
3,17,5,1,23680.0,21522.0
4,17,5,1,24443.0,25191.0
5,17,5,1,27234.0,30967.0
6,17,5,1,32440.0,35800.0
7,17,5,1,36341.0,36992.0
8,17,5,1,37675.0,36715.0
9,17,5,1,37724.0,36222.0
10,17,5,1,37051.0,34570.0
11,17,5,1,34138.0,35140.0
12,17,5,1,34314.0,35963.0
13,17,5,1,35805.0,35944.0
14,17,5,1,35858.0,35155.0
15,17,5,1,35754.0,34379.0
16,17,5,1,34882.0,33895.0
17,17,5,1,34614.0,34733.0
18,17,5,1,35509.0,35438.0
19,17,5,1,36316.0,35394.0
20,17,5,1,36464.0,32191.0
21,17,5,1,32834.0,29250.0
22,17,5,1,29584.0,25953.0
23,17,5,1,26792.0,24483.0
0,18,5,2,24874.0,23680.0
1,18,5,2,23899.0,23436.0
2,18,5,2,23598.0,23680.0
3,18,5,2,23843.0,24443.0
4,18,5,2,24583.0,27234.0
5,18,5,2,27375.0,32440.0
6,18,5,2,32774.0,36341.0
7,18,5,2,36660.0,37675.0
8,18,5,2,37500.0,37724.0
9,18,5,2,37562.0,37051.0
10,18,5,2,37468.0,34138.0
11,18,5,2,35169.0,34314.0
12,18,5,2,35533.0,35805.0
13,18,5,2,37193.0,35858.0
14,18,5,2,37116.0,35754.0
15,18,5,2,37386.0,34882.0
16,18,5,2,36396.0,34614.0
17,18,5,2,35676.0,35509.0
18,18,5,2,36252.0,36316.0
19,18,5,2,37070.0,36464.0
20,18,5,2,36501.0,32834.0
21,18,5,2,33273.0,29584.0
22,18,5,2,30481.0,26792.0
23,18,5,2,27177.0,24874.0
0,19,5,3,25506.0,23899.0
1,19,5,3,24582.0,23598.0
2,19,5,3,24245.0,23843.0
3,19,5,3,24561.0,24583.0
4,19,5,3,25281.0,27375.0
5,19,5,3,28320.0,32774.0
6,19,5,3,34174.0,36660.0
7,19,5,3,38429.0,37500.0
8,19,5,3,39934.0,37562.0
9,19,5,3,40377.0,37468.0
10,19,5,3,40947.0,35169.0
11,19,5,3,38799.0,35533.0
12,19,5,3,37572.0,37193.0
13,19,5,3,38480.0,37116.0
14,19,5,3,38590.0,37386.0
15,19,5,3,38650.0,36396.0
16,19,5,3,37748.0,35676.0
17,19,5,3,36839.0,36252.0
18,19,5,3,36616.0,37070.0
19,19,5,3,36957.0,36501.0
20,19,5,3,35975.0,33273.0
21,19,5,3,32629.0,30481.0
22,19,5,3,29814.0,27177.0
23,19,5,3,26932.0,25506.0
0,20,5,4,25079.0,24582.0
1,20,5,4,24104.0,24245.0
2,20,5,4,23711.0,24561.0
3,20,5,4,24036.0,25281.0
4,20,5,4,24823.0,28320.0
5,20,5,4,27872.0,34174.0
6,20,5,4,33372.0,38429.0
7,20,5,4,37823.0,39934.0
8,20,5,4,38917.0,40377.0
9,20,5,4,39051.0,40947.0
10,20,5,4,38942.0,38799.0
11,20,5,4,36450.0,37572.0
12,20,5,4,35816.0,38480.0
13,20,5,4,36670.0,38590.0
14,20,5,4,36321.0,38650.0
15,20,5,4,36136.0,37748.0
16,20,5,4,35313.0,36839.0
17,20,5,4,34443.0,36616.0
18,20,5,4,34832.0,36957.0
19,20,5,4,35777.0,35975.0
20,20,5,4,35458.0,32629.0
21,20,5,4,32494.0,29814.0
22,20,5,4,29485.0,26932.0
23,20,5,4,26310.0,25079.0
0,21,5,5,24526.0,24104.0
1,21,5,5,23445.0,23711.0
2,21,5,5,22905.0,24036.0
3,21,5,5,22654.0,24823.0
4,21,5,5,22239.0,27872.0
5,21,5,5,22742.0,33372.0
6,21,5,5,25913.0,37823.0
7,21,5,5,28972.0,38917.0
8,21,5,5,30182.0,39051.0
9,21,5,5,30016.0,38942.0
10,21,5,5,29372.0,36450.0
11,21,5,5,27997.0,35816.0
12,21,5,5,26759.0,36670.0
13,21,5,5,26721.0,36321.0
14,21,5,5,25823.0,36136.0
15,21,5,5,25946.0,35313.0
16,21,5,5,26554.0,34443.0
17,21,5,5,27627.0,34832.0
18,21,5,5,28694.0,35777.0
19,21,5,5,29671.0,35458.0
20,21,5,5,29969.0,32494.0
21,21,5,5,28050.0,29485.0
22,21,5,5,25934.0,26310.0
23,21,5,5,23528.0,24526.0
0,22,5,6,21628.0,23445.0
1,22,5,6,20581.0,22905.0
2,22,5,6,19933.0,22654.0
3,22,5,6,19775.0,22239.0
4,22,5,6,19346.0,22742.0
5,22,5,6,18785.0,25913.0
6,22,5,6,20190.0,28972.0
7,22,5,6,22080.0,30182.0
8,22,5,6,23250.0,30016.0
9,22,5,6,23780.0,29372.0
10,22,5,6,24044.0,27997.0
11,22,5,6,23687.0,26759.0
12,22,5,6,22350.0,26721.0
13,22,5,6,22196.0,25823.0
14,22,5,6,21894.0,25946.0
15,22,5,6,22129.0,26554.0
16,22,5,6,23170.0,27627.0
17,22,5,6,24506.0,28694.0
18,22,5,6,26316.0,29671.0
19,22,5,6,27508.0,29969.0
20,22,5,6,28811.0,28050.0
21,22,5,6,27191.0,25934.0
22,22,5,6,24868.0,23528.0
23,22,5,6,22218.0,21628.0
0,23,5,0,20641.0,20581.0
1,23,5,0,20153.0,19933.0
2,23,5,0,20103.0,19775.0
3,23,5,0,20549.0,19346.0
4,23,5,0,21780.0,18785.0
5,23,5,0,25506.0,20190.0
6,23,5,0,31147.0,22080.0
7,23,5,0,35893.0,23250.0
8,23,5,0,37732.0,23780.0
9,23,5,0,37960.0,24044.0
10,23,5,0,38569.0,23687.0
11,23,5,0,35502.0,22350.0
12,23,5,0,35217.0,22196.0
13,23,5,0,36897.0,21894.0
14,23,5,0,36814.0,22129.0
15,23,5,0,36441.0,23170.0
16,23,5,0,35305.0,24506.0
17,23,5,0,34223.0,26316.0
18,23,5,0,34423.0,27508.0
19,23,5,0,34994.0,28811.0
20,23,5,0,34802.0,27191.0
21,23,5,0,31581.0,24868.0
22,23,5,0,28578.0,22218.0
23,23,5,0,25834.0,20641.0
0,24,5,1,24239.0,20153.0
1,24,5,1,23321.0,20103.0
2,24,5,1,22879.0,20549.0
3,24,5,1,23308.0,21780.0
4,24,5,1,23828.0,25506.0
5,24,5,1,26996.0,31147.0
6,24,5,1,32616.0,35893.0
7,24,5,1,36669.0,37732.0
8,24,5,1,37926.0,37960.0
9,24,5,1,37990.0,38569.0
10,24,5,1,37528.0,35502.0
11,24,5,1,35421.0,35217.0
12,24,5,1,34691.0,36897.0
13,24,5,1,36596.0,36814.0
14,24,5,1,36031.0,36441.0
15,24,5,1,36380.0,35305.0
16,24,5,1,35045.0,34223.0
17,24,5,1,34064.0,34423.0
18,24,5,1,34800.0,34994.0
19,24,5,1,35460.0,34802.0
20,24,5,1,35498.0,31581.0
21,24,5,1,32066.0,28578.0
22,24,5,1,29118.0,25834.0
23,24,5,1,26209.0,24239.0
0,25,5,2,24520.0,23321.0
1,25,5,2,23661.0,22879.0
2,25,5,2,23402.0,23308.0
3,25,5,2,23589.0,23828.0
4,25,5,2,24138.0,26996.0
5,25,5,2,27055.0,32616.0
6,25,5,2,32373.0,36669.0
7,25,5,2,36528.0,37926.0
8,25,5,2,37164.0,37990.0
9,25,5,2,37018.0,37528.0
10,25,5,2,37048.0,35421.0
11,25,5,2,34659.0,34691.0
12,25,5,2,34581.0,36596.0
13,25,5,2,35809.0,36031.0
14,25,5,2,36058.0,36380.0
15,25,5,2,36323.0,35045.0
16,25,5,2,35421.0,34064.0
17,25,5,2,34633.0,34800.0
18,25,5,2,35388.0,35460.0
19,25,5,2,35827.0,35498.0
20,25,5,2,35798.0,32066.0
21,25,5,2,32838.0,29118.0
22,25,5,2,29777.0,26209.0
23,25,5,2,26864.0,24520.0
0,26,5,3,25004.0,23661.0
1,26,5,3,24057.0,23402.0
2,26,5,3,23813.0,23589.0
3,26,5,3,23967.0,24138.0
4,26,5,3,24534.0,27055.0
5,26,5,3,27080.0,32373.0
6,26,5,3,32324.0,36528.0
7,26,5,3,36542.0,37164.0
8,26,5,3,37607.0,37018.0
9,26,5,3,37548.0,37048.0
10,26,5,3,37502.0,34659.0
11,26,5,3,35377.0,34581.0
12,26,5,3,35105.0,35809.0
13,26,5,3,36313.0,36058.0
14,26,5,3,36521.0,36323.0
15,26,5,3,36670.0,35421.0
16,26,5,3,36130.0,34633.0
17,26,5,3,35351.0,35388.0
18,26,5,3,35889.0,35827.0
19,26,5,3,36057.0,35798.0
20,26,5,3,36181.0,32838.0
21,26,5,3,33118.0,29777.0
22,26,5,3,30286.0,26864.0
23,26,5,3,27055.0,25004.0
0,27,5,4,25380.0,24057.0
1,27,5,4,24434.0,23813.0
2,27,5,4,24280.0,23967.0
3,27,5,4,24402.0,24534.0
4,27,5,4,25025.0,27080.0
5,27,5,4,27789.0,32324.0
6,27,5,4,33100.0,36542.0
7,27,5,4,36946.0,37607.0
8,27,5,4,38218.0,37548.0
9,27,5,4,38366.0,37502.0
10,27,5,4,38102.0,35377.0
11,27,5,4,36171.0,35105.0
12,27,5,4,35740.0,36313.0
13,27,5,4,36740.0,36521.0
14,27,5,4,37066.0,36670.0
15,27,5,4,37466.0,36130.0
16,27,5,4,36802.0,35351.0
17,27,5,4,36146.0,35889.0
18,27,5,4,36129.0,36057.0
19,27,5,4,36168.0,36181.0
20,27,5,4,36158.0,33118.0
21,27,5,4,33064.0,30286.0
22,27,5,4,30028.0,27055.0
23,27,5,4,27305.0,25380.0
0,28,5,5,25475.0,24434.0
1,28,5,5,24129.0,24280.0
2,28,5,5,23706.0,24402.0
3,28,5,5,23444.0,25025.0
4,28,5,5,22845.0,27789.0
5,28,5,5,23728.0,33100.0
6,28,5,5,26842.0,36946.0
7,28,5,5,29624.0,38218.0
8,28,5,5,31058.0,38366.0
9,28,5,5,30893.0,38102.0
10,28,5,5,30212.0,36171.0
11,28,5,5,28823.0,35740.0
12,28,5,5,27522.0,36740.0
13,28,5,5,27027.0,37066.0
14,28,5,5,27400.0,37466.0
15,28,5,5,27797.0,36802.0
16,28,5,5,28579.0,36146.0
17,28,5,5,29468.0,36129.0
18,28,5,5,30537.0,36168.0
19,28,5,5,31014.0,36158.0
20,28,5,5,31111.0,33064.0
21,28,5,5,29009.0,30028.0
22,28,5,5,26774.0,27305.0
23,28,5,5,24564.0,25475.0
0,29,5,6,22784.0,24129.0
1,29,5,6,21702.0,23706.0
2,29,5,6,21230.0,23444.0
3,29,5,6,21261.0,22845.0
4,29,5,6,20744.0,23728.0
5,29,5,6,20301.0,26842.0
6,29,5,6,21622.0,29624.0
7,29,5,6,23737.0,31058.0
8,29,5,6,25398.0,30893.0
9,29,5,6,26213.0,30212.0
10,29,5,6,26673.0,28823.0
11,29,5,6,26692.0,27522.0
12,29,5,6,24983.0,27027.0
13,29,5,6,23906.0,27400.0
14,29,5,6,22852.0,27797.0
15,29,5,6,23601.0,28579.0
16,29,5,6,24611.0,29468.0
17,29,5,6,25786.0,30537.0
18,29,5,6,27159.0,31014.0
19,29,5,6,28303.0,31111.0
20,29,5,6,29308.0,29009.0
21,29,5,6,27470.0,26774.0
22,29,5,6,24958.0,24564.0
23,29,5,6,22711.0,22784.0
0,30,5,0,21334.0,21702.0
1,30,5,0,20791.0,21230.0
2,30,5,0,20590.0,21261.0
3,30,5,0,21052.0,20744.0
4,30,5,0,22076.0,20301.0
5,30,5,0,25846.0,21622.0
6,30,5,0,31730.0,23737.0
7,30,5,0,36679.0,25398.0
8,30,5,0,38382.0,26213.0
9,30,5,0,38033.0,26673.0
10,30,5,0,38692.0,26692.0
11,30,5,0,36344.0,24983.0
12,30,5,0,35833.0,23906.0
13,30,5,0,36372.0,22852.0
14,30,5,0,36993.0,23601.0
15,30,5,0,36831.0,24611.0
16,30,5,0,35492.0,25786.0
17,30,5,0,34531.0,27159.0
18,30,5,0,34729.0,28303.0
19,30,5,0,35014.0,29308.0
20,30,5,0,35037.0,27470.0
21,30,5,0,31598.0,24958.0
22,30,5,0,28537.0,22711.0
23,30,5,0,26274.0,21334.0
0,31,5,1,24588.0,20791.0
1,31,5,1,23653.0,20590.0
2,31,5,1,23340.0,21052.0
3,31,5,1,23686.0,22076.0
4,31,5,1,23994.0,25846.0
5,31,5,1,27015.0,31730.0
6,31,5,1,32830.0,36679.0
7,31,5,1,37143.0,38382.0
8,31,5,1,38685.0,38033.0
9,31,5,1,38580.0,38692.0
10,31,5,1,38973.0,36344.0
11,31,5,1,36357.0,35833.0
12,31,5,1,36372.0,36372.0
13,31,5,1,37043.0,36993.0
14,31,5,1,37816.0,36831.0
15,31,5,1,37613.0,35492.0
16,31,5,1,36884.0,34531.0
17,31,5,1,35380.0,34729.0
18,31,5,1,35226.0,35014.0
19,31,5,1,35447.0,35037.0
20,31,5,1,35456.0,31598.0
21,31,5,1,32634.0,28537.0
22,31,5,1,29817.0,26274.0
23,31,5,1,26664.0,24588.0
0,1,6,2,24913.0,23653.0
1,1,6,2,24004.0,23340.0
2,1,6,2,23817.0,23686.0
3,1,6,2,24046.0,23994.0
4,1,6,2,24569.0,27015.0
5,1,6,2,27667.0,32830.0
6,1,6,2,32576.0,37143.0
7,1,6,2,37075.0,38685.0
8,1,6,2,38425.0,38580.0
9,1,6,2,38631.0,38973.0
10,1,6,2,38463.0,36357.0
11,1,6,2,36555.0,36372.0
12,1,6,2,36759.0,37043.0
13,1,6,2,38553.0,37816.0
14,1,6,2,38102.0,37613.0
15,1,6,2,37942.0,36884.0
16,1,6,2,35942.0,35380.0
17,1,6,2,34980.0,35226.0
18,1,6,2,35081.0,35447.0
19,1,6,2,34888.0,35456.0
20,1,6,2,34605.0,32634.0
21,1,6,2,31445.0,29817.0
22,1,6,2,28723.0,26664.0
23,1,6,2,25515.0,24913.0
0,2,6,3,23777.0,24004.0
1,2,6,3,22784.0,23817.0
2,2,6,3,22240.0,24046.0
3,2,6,3,21741.0,24569.0
4,2,6,3,20926.0,27667.0
5,2,6,3,20072.0,32576.0
6,2,6,3,21907.0,37075.0
7,2,6,3,23543.0,38425.0
8,2,6,3,24733.0,38631.0
9,2,6,3,25648.0,38463.0
10,2,6,3,25517.0,36555.0
11,2,6,3,25562.0,36759.0
12,2,6,3,24023.0,38553.0
13,2,6,3,23924.0,38102.0
14,2,6,3,23387.0,37942.0
15,2,6,3,23562.0,35942.0
16,2,6,3,23923.0,34980.0
17,2,6,3,24796.0,35081.0
18,2,6,3,26325.0,34888.0
19,2,6,3,27508.0,34605.0
20,2,6,3,28788.0,31445.0
21,2,6,3,27362.0,28723.0
22,2,6,3,24599.0,25515.0
23,2,6,3,22557.0,23777.0
0,3,6,4,21070.0,22784.0
1,3,6,4,20242.0,22240.0
2,3,6,4,20094.0,21741.0
3,3,6,4,20273.0,20926.0
4,3,6,4,20923.0,20072.0
5,3,6,4,22932.0,21907.0
6,3,6,4,26933.0,23543.0
7,3,6,4,29922.0,24733.0
8,3,6,4,31314.0,25648.0
9,3,6,4,31412.0,25517.0
10,3,6,4,31264.0,25562.0
11,3,6,4,30743.0,24023.0
12,3,6,4,30259.0,23924.0
13,3,6,4,30771.0,23387.0
14,3,6,4,31142.0,23562.0
15,3,6,4,31014.0,23923.0
16,3,6,4,31610.0,24796.0
17,3,6,4,31718.0,26325.0
18,3,6,4,32116.0,27508.0
19,3,6,4,32261.0,28788.0
20,3,6,4,32569.0,27362.0
21,3,6,4,30260.0,24599.0
22,3,6,4,27652.0,22557.0
23,3,6,4,24689.0,21070.0
0,4,6,5,22926.0,20242.0
1,4,6,5,21828.0,20094.0
2,4,6,5,21426.0,20273.0
3,4,6,5,21497.0,20923.0
4,4,6,5,21140.0,22932.0
5,4,6,5,21954.0,26933.0
6,4,6,5,24835.0,29922.0
7,4,6,5,27358.0,31314.0
8,4,6,5,28992.0,31412.0
9,4,6,5,29032.0,31264.0
10,4,6,5,29374.0,30743.0
11,4,6,5,28512.0,30259.0
12,4,6,5,26781.0,30771.0
13,4,6,5,26387.0,31142.0
14,4,6,5,25947.0,31014.0
15,4,6,5,26294.0,31610.0
16,4,6,5,27189.0,31718.0
17,4,6,5,28343.0,32116.0
18,4,6,5,29285.0,32261.0
19,4,6,5,29333.0,32569.0
20,4,6,5,29833.0,30260.0
21,4,6,5,28026.0,27652.0
22,4,6,5,26010.0,24689.0
23,4,6,5,23348.0,22926.0
0,5,6,6,21642.0,21828.0
1,5,6,6,20600.0,21426.0
2,5,6,6,20120.0,21497.0
3,5,6,6,19980.0,21140.0
4,5,6,6,19365.0,21954.0
5,5,6,6,19152.0,24835.0
6,5,6,6,20440.0,27358.0
7,5,6,6,22136.0,28992.0
8,5,6,6,23697.0,29032.0
9,5,6,6,24463.0,29374.0
10,5,6,6,24431.0,28512.0
11,5,6,6,24429.0,26781.0
12,5,6,6,23045.0,26387.0
13,5,6,6,23286.0,25947.0
14,5,6,6,22406.0,26294.0
15,5,6,6,22738.0,27189.0
16,5,6,6,23792.0,28343.0
17,5,6,6,24913.0,29285.0
18,5,6,6,26240.0,29333.0
19,5,6,6,27343.0,29833.0
20,5,6,6,28723.0,28026.0
21,5,6,6,27294.0,26010.0
22,5,6,6,24887.0,23348.0
23,5,6,6,22560.0,21642.0
0,6,6,0,21024.0,20600.0
1,6,6,0,20263.0,20120.0
2,6,6,0,19958.0,19980.0
3,6,6,0,20411.0,19365.0
4,6,6,0,21103.0,19152.0
5,6,6,0,25131.0,20440.0
6,6,6,0,30858.0,22136.0
7,6,6,0,35818.0,23697.0
8,6,6,0,37307.0,24463.0
9,6,6,0,37753.0,24431.0
10,6,6,0,38186.0,24429.0
11,6,6,0,35618.0,23045.0
12,6,6,0,35282.0,23286.0
13,6,6,0,36224.0,22406.0
14,6,6,0,36842.0,22738.0
15,6,6,0,36830.0,23792.0
16,6,6,0,35680.0,24913.0
17,6,6,0,35204.0,26240.0
18,6,6,0,35774.0,27343.0
19,6,6,0,35779.0,28723.0
20,6,6,0,36072.0,27294.0
21,6,6,0,33345.0,24887.0
22,6,6,0,30242.0,22560.0
23,6,6,0,27284.0,21024.0
0,7,6,1,25436.0,20263.0
1,7,6,1,24561.0,19958.0
2,7,6,1,24253.0,20411.0
3,7,6,1,24475.0,21103.0
4,7,6,1,24685.0,25131.0
5,7,6,1,27782.0,30858.0
6,7,6,1,33004.0,35818.0
7,7,6,1,37621.0,37307.0
8,7,6,1,39103.0,37753.0
9,7,6,1,39160.0,38186.0
10,7,6,1,38890.0,35618.0
11,7,6,1,37378.0,35282.0
12,7,6,1,37368.0,36224.0
13,7,6,1,38838.0,36842.0
14,7,6,1,39865.0,36830.0
15,7,6,1,40039.0,35680.0
16,7,6,1,39079.0,35204.0
17,7,6,1,38109.0,35774.0
18,7,6,1,37864.0,35779.0
19,7,6,1,37494.0,36072.0
20,7,6,1,37400.0,33345.0
21,7,6,1,34472.0,30242.0
22,7,6,1,31226.0,27284.0
23,7,6,1,28429.0,25436.0
0,8,6,2,26448.0,24561.0
1,8,6,2,25458.0,24253.0
2,8,6,2,24986.0,24475.0
3,8,6,2,25217.0,24685.0
4,8,6,2,25471.0,27782.0
5,8,6,2,28508.0,33004.0
6,8,6,2,33898.0,37621.0
7,8,6,2,38580.0,39103.0
8,8,6,2,40131.0,39160.0
9,8,6,2,40164.0,38890.0
10,8,6,2,40462.0,37378.0
11,8,6,2,38317.0,37368.0
12,8,6,2,38410.0,38838.0
13,8,6,2,39352.0,39865.0
14,8,6,2,40673.0,40039.0
15,8,6,2,40865.0,39079.0
16,8,6,2,40121.0,38109.0
17,8,6,2,39242.0,37864.0
18,8,6,2,38640.0,37494.0
19,8,6,2,37733.0,37400.0
20,8,6,2,37084.0,34472.0
21,8,6,2,33964.0,31226.0
22,8,6,2,30853.0,28429.0
23,8,6,2,28071.0,26448.0
0,9,6,3,26183.0,25458.0
1,9,6,3,24918.0,24986.0
2,9,6,3,24357.0,25217.0
3,9,6,3,24384.0,25471.0
4,9,6,3,24678.0,28508.0
5,9,6,3,27417.0,33898.0
6,9,6,3,32895.0,38580.0
7,9,6,3,37829.0,40131.0
8,9,6,3,39685.0,40164.0
9,9,6,3,39440.0,40462.0
10,9,6,3,39163.0,38317.0
11,9,6,3,37308.0,38410.0
12,9,6,3,37168.0,39352.0
13,9,6,3,38179.0,40673.0
14,9,6,3,38981.0,40865.0
15,9,6,3,39337.0,40121.0
16,9,6,3,38919.0,39242.0
17,9,6,3,37398.0,38640.0
18,9,6,3,36380.0,37733.0
19,9,6,3,35660.0,37084.0
20,9,6,3,35433.0,33964.0
21,9,6,3,32868.0,30853.0
22,9,6,3,29789.0,28071.0
23,9,6,3,27023.0,26183.0
0,10,6,4,25220.0,24918.0
1,10,6,4,24297.0,24357.0
2,10,6,4,23860.0,24384.0
3,10,6,4,23965.0,24678.0
4,10,6,4,24367.0,27417.0
5,10,6,4,27764.0,32895.0
6,10,6,4,32920.0,37829.0
7,10,6,4,37598.0,39685.0
8,10,6,4,38735.0,39440.0
9,10,6,4,38951.0,39163.0
10,10,6,4,39351.0,37308.0
11,10,6,4,37528.0,37168.0
12,10,6,4,36804.0,38179.0
13,10,6,4,37984.0,38981.0
14,10,6,4,37968.0,39337.0
15,10,6,4,37907.0,38919.0
16,10,6,4,37481.0,37398.0
17,10,6,4,37210.0,36380.0
18,10,6,4,36900.0,35660.0
19,10,6,4,36546.0,35433.0
20,10,6,4,36429.0,32868.0
21,10,6,4,33792.0,29789.0
22,10,6,4,30860.0,27023.0
23,10,6,4,28075.0,25220.0
0,11,6,5,26010.0,24297.0
1,11,6,5,24881.0,23860.0
2,11,6,5,24288.0,23965.0
3,11,6,5,23920.0,24367.0
4,11,6,5,23240.0,27764.0
5,11,6,5,23994.0,32920.0
6,11,6,5,27044.0,37598.0
7,11,6,5,29721.0,38735.0
8,11,6,5,31600.0,38951.0
9,11,6,5,32138.0,39351.0
10,11,6,5,31804.0,37528.0
11,11,6,5,30338.0,36804.0
12,11,6,5,29568.0,37984.0
13,11,6,5,28879.0,37968.0
14,11,6,5,28533.0,37907.0
15,11,6,5,28767.0,37481.0
16,11,6,5,29267.0,37210.0
17,11,6,5,30126.0,36900.0
18,11,6,5,30885.0,36546.0
19,11,6,5,30935.0,36429.0
20,11,6,5,31087.0,33792.0
21,11,6,5,29361.0,30860.0
22,11,6,5,27018.0,28075.0
23,11,6,5,24950.0,26010.0
0,12,6,6,23258.0,24881.0
1,12,6,6,22240.0,24288.0
2,12,6,6,21553.0,23920.0
3,12,6,6,21243.0,23240.0
4,12,6,6,20587.0,23994.0
5,12,6,6,20369.0,27044.0
6,12,6,6,21596.0,29721.0
7,12,6,6,23307.0,31600.0
8,12,6,6,24905.0,32138.0
9,12,6,6,26411.0,31804.0
10,12,6,6,26933.0,30338.0
11,12,6,6,25953.0,29568.0
12,12,6,6,24106.0,28879.0
13,12,6,6,24275.0,28533.0
14,12,6,6,23992.0,28767.0
15,12,6,6,24646.0,29267.0
16,12,6,6,25216.0,30126.0
17,12,6,6,25853.0,30885.0
18,12,6,6,27056.0,30935.0
19,12,6,6,28046.0,31087.0
20,12,6,6,29146.0,29361.0
21,12,6,6,28044.0,27018.0
22,12,6,6,25687.0,24950.0
23,12,6,6,23309.0,23258.0
0,13,6,0,21846.0,22240.0
1,13,6,0,21098.0,21553.0
2,13,6,0,20719.0,21243.0
3,13,6,0,21157.0,20587.0
4,13,6,0,22231.0,20369.0
5,13,6,0,26106.0,21596.0
6,13,6,0,31865.0,23307.0
7,13,6,0,36997.0,24905.0
8,13,6,0,38268.0,26411.0
9,13,6,0,38817.0,26933.0
10,13,6,0,38698.0,25953.0
11,13,6,0,36912.0,24106.0
12,13,6,0,37186.0,24275.0
13,13,6,0,39157.0,23992.0
14,13,6,0,39230.0,24646.0
15,13,6,0,39155.0,25216.0
16,13,6,0,38494.0,25853.0
17,13,6,0,37188.0,27056.0
18,13,6,0,36913.0,28046.0
19,13,6,0,36546.0,29146.0
20,13,6,0,36125.0,28044.0
21,13,6,0,33399.0,25687.0
22,13,6,0,30789.0,23309.0
23,13,6,0,27991.0,21846.0
0,14,6,1,26078.0,21098.0
1,14,6,1,25201.0,20719.0
2,14,6,1,25054.0,21157.0
3,14,6,1,25177.0,22231.0
4,14,6,1,25331.0,26106.0
5,14,6,1,28414.0,31865.0
6,14,6,1,33804.0,36997.0
7,14,6,1,38701.0,38268.0
8,14,6,1,40817.0,38817.0
9,14,6,1,40952.0,38698.0
10,14,6,1,40883.0,36912.0
11,14,6,1,38296.0,37186.0
12,14,6,1,38248.0,39157.0
13,14,6,1,39687.0,39230.0
14,14,6,1,40185.0,39155.0
15,14,6,1,40310.0,38494.0
16,14,6,1,39251.0,37188.0
17,14,6,1,37894.0,36913.0
18,14,6,1,37812.0,36546.0
19,14,6,1,37406.0,36125.0
20,14,6,1,37311.0,33399.0
21,14,6,1,34360.0,30789.0
22,14,6,1,31085.0,27991.0
23,14,6,1,28644.0,26078.0
0,15,6,2,26966.0,25201.0
1,15,6,2,25854.0,25054.0
2,15,6,2,25528.0,25177.0
3,15,6,2,25676.0,25331.0
4,15,6,2,26092.0,28414.0
5,15,6,2,29067.0,33804.0
6,15,6,2,33998.0,38701.0
7,15,6,2,38389.0,40817.0
8,15,6,2,39807.0,40952.0
9,15,6,2,39975.0,40883.0
10,15,6,2,39750.0,38296.0
11,15,6,2,37805.0,38248.0
12,15,6,2,37555.0,39687.0
13,15,6,2,38561.0,40185.0
14,15,6,2,38848.0,40310.0
15,15,6,2,39143.0,39251.0
16,15,6,2,38543.0,37894.0
17,15,6,2,37889.0,37812.0
18,15,6,2,37864.0,37406.0
19,15,6,2,37266.0,37311.0
20,15,6,2,37293.0,34360.0
21,15,6,2,34668.0,31085.0
22,15,6,2,31563.0,28644.0
