hour,day,month,dayofweek,gen_lag_1,gen_lag_24
13,5,2,4,7738.0,5915.0
14,5,2,4,6514.0,3993.0
15,5,2,4,4511.0,1116.0
16,5,2,4,1334.0,61.0
17,5,2,4,68.0,29.0
18,5,2,4,29.0,29.0
19,5,2,4,29.0,29.0
20,5,2,4,29.0,29.0
21,5,2,4,29.0,29.0
22,5,2,4,29.0,29.0
23,5,2,4,29.0,0.0
0,6,2,5,0.0,0.0
1,6,2,5,0.0,0.0
2,6,2,5,0.0,0.0
3,6,2,5,0.0,0.0
4,6,2,5,0.0,0.0
5,6,2,5,0.0,0.0
6,6,2,5,0.0,210.0
7,6,2,5,233.0,2253.0
8,6,2,5,2191.0,5286.0
9,6,2,5,4696.0,7129.0
10,6,2,5,6281.0,8027.0
11,6,2,5,6862.0,8285.0
12,6,2,5,6930.0,7738.0
13,6,2,5,6392.0,6514.0
14,6,2,5,5232.0,4511.0
15,6,2,5,3508.0,1334.0
16,6,2,5,1037.0,68.0
17,6,2,5,56.0,29.0
18,6,2,5,29.0,29.0
19,6,2,5,29.0,29.0
20,6,2,5,29.0,29.0
21,6,2,5,29.0,29.0
22,6,2,5,29.0,29.0
23,6,2,5,29.0,0.0
0,7,2,6,0.0,0.0
1,7,2,6,0.0,0.0
2,7,2,6,0.0,0.0
3,7,2,6,0.0,0.0
4,7,2,6,0.0,0.0
5,7,2,6,0.0,0.0
6,7,2,6,0.0,233.0
7,7,2,6,158.0,2191.0
8,7,2,6,901.0,4696.0
9,7,2,6,1765.0,6281.0
10,7,2,6,2200.0,6862.0
11,7,2,6,2668.0,6930.0
12,7,2,6,2844.0,6392.0
13,7,2,6,2033.0,5232.0
14,7,2,6,1820.0,3508.0
15,7,2,6,1007.0,1037.0
16,7,2,6,313.0,56.0
17,7,2,6,36.0,29.0
18,7,2,6,29.0,29.0
19,7,2,6,29.0,29.0
20,7,2,6,29.0,29.0
21,7,2,6,29.0,29.0
22,7,2,6,29.0,29.0
23,7,2,6,29.0,0.0
0,8,2,0,0.0,0.0
1,8,2,0,0.0,0.0
2,8,2,0,0.0,0.0
3,8,2,0,0.0,0.0
4,8,2,0,0.0,0.0
5,8,2,0,0.0,0.0
6,8,2,0,0.0,158.0
7,8,2,0,59.0,901.0
8,8,2,0,734.0,1765.0
9,8,2,0,1888.0,2200.0
10,8,2,0,2915.0,2668.0
11,8,2,0,3517.0,2844.0
12,8,2,0,4322.0,2033.0
13,8,2,0,3775.0,1820.0
14,8,2,0,3353.0,1007.0
15,8,2,0,2388.0,313.0
16,8,2,0,785.0,36.0
17,8,2,0,60.0,29.0
18,8,2,0,29.0,29.0
19,8,2,0,29.0,29.0
20,8,2,0,29.0,29.0
21,8,2,0,29.0,29.0
22,8,2,0,29.0,29.0
23,8,2,0,29.0,0.0
0,9,2,1,0.0,0.0
1,9,2,1,0.0,0.0
2,9,2,1,0.0,0.0
3,9,2,1,0.0,0.0
4,9,2,1,0.0,0.0
5,9,2,1,0.0,0.0
6,9,2,1,0.0,59.0
7,9,2,1,154.0,734.0
8,9,2,1,1447.0,1888.0
9,9,2,1,3193.0,2915.0
10,9,2,1,3904.0,3517.0
11,9,2,1,4265.0,4322.0
12,9,2,1,3964.0,3775.0
13,9,2,1,3459.0,3353.0
14,9,2,1,2991.0,2388.0
15,9,2,1,1650.0,785.0
16,9,2,1,511.0,60.0
17,9,2,1,48.0,29.0
18,9,2,1,29.0,29.0
19,9,2,1,29.0,29.0
20,9,2,1,29.0,29.0
21,9,2,1,29.0,29.0
22,9,2,1,29.0,29.0
23,9,2,1,29.0,0.0
0,10,2,2,0.0,0.0
1,10,2,2,0.0,0.0
2,10,2,2,0.0,0.0
3,10,2,2,0.0,0.0
4,10,2,2,0.0,0.0
5,10,2,2,0.0,0.0
6,10,2,2,0.0,154.0
7,10,2,2,60.0,1447.0
8,10,2,2,1186.0,3193.0
9,10,2,2,3079.0,3904.0
10,10,2,2,4559.0,4265.0
11,10,2,2,5730.0,3964.0
12,10,2,2,6545.0,3459.0
13,10,2,2,6609.0,2991.0
14,10,2,2,5736.0,1650.0
15,10,2,2,4024.0,511.0
16,10,2,2,1249.0,48.0
17,10,2,2,88.0,29.0
18,10,2,2,29.0,29.0
19,10,2,2,29.0,29.0
20,10,2,2,29.0,29.0
21,10,2,2,29.0,29.0
22,10,2,2,29.0,29.0
23,10,2,2,29.0,0.0
0,11,2,3,0.0,0.0
1,11,2,3,0.0,0.0
2,11,2,3,0.0,0.0
3,11,2,3,0.0,0.0
4,11,2,3,0.0,0.0
5,11,2,3,0.0,0.0
6,11,2,3,0.0,60.0
7,11,2,3,112.0,1186.0
8,11,2,3,1277.0,3079.0
9,11,2,3,3452.0,4559.0
10,11,2,3,5196.0,5730.0
11,11,2,3,6019.0,6545.0
12,11,2,3,6459.0,6609.0
13,11,2,3,6286.0,5736.0
14,11,2,3,5349.0,4024.0
15,11,2,3,3971.0,1249.0
16,11,2,3,1508.0,88.0
17,11,2,3,99.0,29.0
18,11,2,3,29.0,29.0
19,11,2,3,29.0,29.0
20,11,2,3,29.0,29.0
21,11,2,3,29.0,29.0
22,11,2,3,29.0,29.0
23,11,2,3,29.0,0.0
0,12,2,4,0.0,0.0
1,12,2,4,0.0,0.0
2,12,2,4,0.0,0.0
3,12,2,4,0.0,0.0
4,12,2,4,0.0,0.0
5,12,2,4,0.0,0.0
6,12,2,4,0.0,112.0
7,12,2,4,77.0,1277.0
8,12,2,4,802.0,3452.0
9,12,2,4,1995.0,5196.0
10,12,2,4,3084.0,6019.0
11,12,2,4,3643.0,6459.0
12,12,2,4,4062.0,6286.0
13,12,2,4,3704.0,5349.0
14,12,2,4,2682.0,3971.0
15,12,2,4,1627.0,1508.0
16,12,2,4,525.0,99.0
17,12,2,4,63.0,29.0
18,12,2,4,29.0,29.0
19,12,2,4,29.0,29.0
20,12,2,4,29.0,29.0
21,12,2,4,29.0,29.0
22,12,2,4,29.0,29.0
23,12,2,4,29.0,0.0
0,13,2,5,0.0,0.0
1,13,2,5,0.0,0.0
2,13,2,5,0.0,0.0
3,13,2,5,0.0,0.0
4,13,2,5,0.0,0.0
5,13,2,5,0.0,0.0
6,13,2,5,0.0,77.0
7,13,2,5,100.0,802.0
8,13,2,5,1433.0,1995.0
9,13,2,5,3357.0,3084.0
10,13,2,5,4855.0,3643.0
11,13,2,5,6356.0,4062.0
12,13,2,5,6898.0,3704.0
13,13,2,5,5733.0,2682.0
14,13,2,5,4562.0,1627.0
15,13,2,5,3126.0,525.0
16,13,2,5,1138.0,63.0
17,13,2,5,88.0,29.0
18,13,2,5,29.0,29.0
19,13,2,5,29.0,29.0
20,13,2,5,29.0,29.0
21,13,2,5,29.0,29.0
22,13,2,5,29.0,29.0
23,13,2,5,29.0,0.0
0,14,2,6,0.0,0.0
1,14,2,6,0.0,0.0
2,14,2,6,0.0,0.0
3,14,2,6,0.0,0.0
4,14,2,6,0.0,0.0
5,14,2,6,0.0,0.0
6,14,2,6,0.0,100.0
7,14,2,6,91.0,1433.0
8,14,2,6,579.0,3357.0
9,14,2,6,1322.0,4855.0
10,14,2,6,1763.0,6356.0
11,14,2,6,2403.0,6898.0
12,14,2,6,1790.0,5733.0
13,14,2,6,2073.0,4562.0
14,14,2,6,2117.0,3126.0
15,14,2,6,1622.0,1138.0
16,14,2,6,876.0,88.0
17,14,2,6,70.0,29.0
18,14,2,6,29.0,29.0
19,14,2,6,29.0,29.0
20,14,2,6,29.0,29.0
21,14,2,6,29.0,29.0
22,14,2,6,29.0,29.0
23,14,2,6,29.0,0.0
0,15,2,0,0.0,0.0
1,15,2,0,0.0,0.0
2,15,2,0,0.0,0.0
3,15,2,0,0.0,0.0
4,15,2,0,0.0,0.0
5,15,2,0,0.0,0.0
6,15,2,0,0.0,91.0
7,15,2,0,77.0,579.0
8,15,2,0,809.0,1322.0
9,15,2,0,1909.0,1763.0
10,15,2,0,3498.0,2403.0
11,15,2,0,4120.0,1790.0
12,15,2,0,4010.0,2073.0
13,15,2,0,4227.0,2117.0
14,15,2,0,4320.0,1622.0
15,15,2,0,2834.0,876.0
16,15,2,0,1075.0,70.0
17,15,2,0,94.0,29.0
18,15,2,0,29.0,29.0
19,15,2,0,29.0,29.0
20,15,2,0,29.0,29.0
21,15,2,0,29.0,29.0
22,15,2,0,29.0,29.0
23,15,2,0,29.0,0.0
0,16,2,1,0.0,0.0
1,16,2,1,1.0,0.0
2,16,2,1,1.0,0.0
3,16,2,1,0.0,0.0
4,16,2,1,0.0,0.0
5,16,2,1,0.0,0.0
6,16,2,1,0.0,77.0
7,16,2,1,147.0,809.0
8,16,2,1,987.0,1909.0
9,16,2,1,2454.0,3498.0
10,16,2,1,3018.0,4120.0
11,16,2,1,2951.0,4010.0
12,16,2,1,3315.0,4227.0
13,16,2,1,2928.0,4320.0
14,16,2,1,2598.0,2834.0
15,16,2,1,1788.0,1075.0
16,16,2,1,684.0,94.0
17,16,2,1,71.0,29.0
18,16,2,1,29.0,29.0
19,16,2,1,29.0,29.0
20,16,2,1,29.0,29.0
21,16,2,1,29.0,29.0
22,16,2,1,29.0,29.0
23,16,2,1,29.0,0.0
0,17,2,2,0.0,1.0
1,17,2,2,0.0,1.0
2,17,2,2,0.0,0.0
3,17,2,2,0.0,0.0
4,17,2,2,0.0,0.0
5,17,2,2,0.0,0.0
6,17,2,2,0.0,147.0
7,17,2,2,135.0,987.0
8,17,2,2,992.0,2454.0
9,17,2,2,2054.0,3018.0
10,17,2,2,3218.0,2951.0
11,17,2,2,3925.0,3315.0
12,17,2,2,3951.0,2928.0
13,17,2,2,3866.0,2598.0
14,17,2,2,3476.0,1788.0
15,17,2,2,2360.0,684.0
16,17,2,2,885.0,71.0
17,17,2,2,81.0,29.0
18,17,2,2,30.0,29.0
19,17,2,2,29.0,29.0
20,17,2,2,29.0,29.0
21,17,2,2,29.0,29.0
22,17,2,2,29.0,29.0
23,17,2,2,29.0,0.0
0,18,2,3,0.0,0.0
1,18,2,3,0.0,0.0
2,18,2,3,0.0,0.0
3,18,2,3,0.0,0.0
4,18,2,3,0.0,0.0
5,18,2,3,0.0,0.0
6,18,2,3,0.0,135.0
7,18,2,3,43.0,992.0
8,18,2,3,738.0,2054.0
9,18,2,3,2337.0,3218.0
10,18,2,3,4055.0,3925.0
11,18,2,3,5055.0,3951.0
12,18,2,3,5604.0,3866.0
13,18,2,3,5396.0,3476.0
14,18,2,3,4183.0,2360.0
15,18,2,3,3132.0,885.0
16,18,2,3,1308.0,81.0
17,18,2,3,139.0,30.0
18,18,2,3,29.0,29.0
19,18,2,3,29.0,29.0
20,18,2,3,29.0,29.0
21,18,2,3,29.0,29.0
22,18,2,3,29.0,29.0
23,18,2,3,29.0,0.0
0,19,2,4,0.0,0.0
1,19,2,4,0.0,0.0
2,19,2,4,0.0,0.0
3,19,2,4,0.0,0.0
4,19,2,4,0.0,0.0
5,19,2,4,0.0,0.0
6,19,2,4,0.0,43.0
7,19,2,4,479.0,738.0
8,19,2,4,2926.0,2337.0
9,19,2,4,5570.0,4055.0
10,19,2,4,7076.0,5055.0
11,19,2,4,7794.0,5604.0
12,19,2,4,8079.0,5396.0
13,19,2,4,7463.0,4183.0
14,19,2,4,6410.0,3132.0
15,19,2,4,4557.0,1308.0
16,19,2,4,1861.0,139.0
17,19,2,4,184.0,29.0
18,19,2,4,29.0,29.0
19,19,2,4,29.0,29.0
20,19,2,4,29.0,29.0
21,19,2,4,29.0,29.0
22,19,2,4,29.0,29.0
23,19,2,4,29.0,0.0
0,20,2,5,0.0,0.0
1,20,2,5,0.0,0.0
2,20,2,5,0.0,0.0
3,20,2,5,0.0,0.0
4,20,2,5,0.0,0.0
5,20,2,5,0.0,0.0
6,20,2,5,0.0,479.0
7,20,2,5,556.0,2926.0
8,20,2,5,2911.0,5570.0
9,20,2,5,5365.0,7076.0
10,20,2,5,7150.0,7794.0
11,20,2,5,8130.0,8079.0
12,20,2,5,8212.0,7463.0
13,20,2,5,8049.0,6410.0
14,20,2,5,7201.0,4557.0
15,20,2,5,5004.0,1861.0
16,20,2,5,2200.0,184.0
17,20,2,5,200.0,29.0
18,20,2,5,29.0,29.0
19,20,2,5,29.0,29.0
20,20,2,5,29.0,29.0
21,20,2,5,29.0,29.0
22,20,2,5,29.0,29.0
23,20,2,5,29.0,0.0
0,21,2,6,0.0,0.0
1,21,2,6,0.0,0.0
2,21,2,6,0.0,0.0
3,21,2,6,0.0,0.0
4,21,2,6,0.0,0.0
5,21,2,6,0.0,0.0
6,21,2,6,2.0,556.0
7,21,2,6,502.0,2911.0
8,21,2,6,2374.0,5365.0
9,21,2,6,4810.0,7150.0
10,21,2,6,6577.0,8130.0
11,21,2,6,7993.0,8212.0
12,21,2,6,8457.0,8049.0
13,21,2,6,8118.0,7201.0
14,21,2,6,7106.0,5004.0
15,21,2,6,5089.0,2200.0
16,21,2,6,2388.0,200.0
17,21,2,6,244.0,29.0
18,21,2,6,29.0,29.0
19,21,2,6,29.0,29.0
20,21,2,6,29.0,29.0
21,21,2,6,29.0,29.0
22,21,2,6,29.0,29.0
23,21,2,6,29.0,0.0
0,22,2,0,0.0,0.0
1,22,2,0,0.0,0.0
2,22,2,0,0.0,0.0
3,22,2,0,0.0,0.0
4,22,2,0,0.0,0.0
5,22,2,0,0.0,2.0
6,22,2,0,2.0,502.0
7,22,2,0,326.0,2374.0
8,22,2,0,1378.0,4810.0
9,22,2,0,2688.0,6577.0
10,22,2,0,3989.0,7993.0
11,22,2,0,5135.0,8457.0
12,22,2,0,5176.0,8118.0
13,22,2,0,4526.0,7106.0
14,22,2,0,4748.0,5089.0
15,22,2,0,3041.0,2388.0
16,22,2,0,1438.0,244.0
17,22,2,0,179.0,29.0
18,22,2,0,29.0,29.0
19,22,2,0,29.0,29.0
20,22,2,0,29.0,29.0
21,22,2,0,29.0,29.0
22,22,2,0,29.0,29.0
23,22,2,0,29.0,0.0
0,23,2,1,0.0,0.0
1,23,2,1,0.0,0.0
2,23,2,1,0.0,0.0
3,23,2,1,0.0,0.0
4,23,2,1,0.0,0.0
5,23,2,1,0.0,2.0
6,23,2,1,2.0,326.0
7,23,2,1,295.0,1378.0
8,23,2,1,1432.0,2688.0
9,23,2,1,2589.0,3989.0
10,23,2,1,3979.0,5135.0
11,23,2,1,4382.0,5176.0
12,23,2,1,4043.0,4526.0
13,23,2,1,4372.0,4748.0
14,23,2,1,3734.0,3041.0
15,23,2,1,2995.0,1438.0
16,23,2,1,1477.0,179.0
17,23,2,1,189.0,29.0
18,23,2,1,0.0,29.0
19,23,2,1,0.0,29.0
20,23,2,1,0.0,29.0
21,23,2,1,0.0,29.0
22,23,2,1,0.0,29.0
23,23,2,1,0.0,0.0
0,24,2,2,0.0,0.0
1,24,2,2,0.0,0.0
2,24,2,2,0.0,0.0
3,24,2,2,0.0,0.0
4,24,2,2,0.0,0.0
5,24,2,2,0.0,2.0
6,24,2,2,1.0,295.0
7,24,2,2,389.0,1432.0
8,24,2,2,2189.0,2589.0
9,24,2,2,4531.0,3979.0
10,24,2,2,6105.0,4382.0
11,24,2,2,6493.0,4043.0
12,24,2,2,6567.0,4372.0
13,24,2,2,6351.0,3734.0
14,24,2,2,5740.0,2995.0
15,24,2,2,4501.0,1477.0
16,24,2,2,2045.0,189.0
17,24,2,2,252.0,0.0
18,24,2,2,0.0,0.0
19,24,2,2,0.0,0.0
20,24,2,2,0.0,0.0
21,24,2,2,0.0,0.0
22,24,2,2,0.0,0.0
23,24,2,2,0.0,0.0
0,25,2,3,0.0,0.0
1,25,2,3,0.0,0.0
2,25,2,3,0.0,0.0
3,25,2,3,0.0,0.0
4,25,2,3,0.0,0.0
5,25,2,3,0.0,1.0
6,25,2,3,7.0,389.0
7,25,2,3,542.0,2189.0
8,25,2,3,1715.0,4531.0
9,25,2,3,3030.0,6105.0
10,25,2,3,3736.0,6493.0
11,25,2,3,4340.0,6567.0
12,25,2,3,4658.0,6351.0
13,25,2,3,4625.0,5740.0
14,25,2,3,3963.0,4501.0
15,25,2,3,2826.0,2045.0
16,25,2,3,1262.0,252.0
17,25,2,3,168.0,0.0
18,25,2,3,0.0,0.0
19,25,2,3,0.0,0.0
20,25,2,3,0.0,0.0
21,25,2,3,0.0,0.0
22,25,2,3,0.0,0.0
23,25,2,3,0.0,0.0
0,26,2,4,0.0,0.0
1,26,2,4,0.0,0.0
2,26,2,4,0.0,0.0
3,26,2,4,0.0,0.0
4,26,2,4,0.0,0.0
5,26,2,4,0.0,7.0
6,26,2,4,10.0,542.0
7,26,2,4,348.0,1715.0
8,26,2,4,1859.0,3030.0
9,26,2,4,3419.0,3736.0
10,26,2,4,4387.0,4340.0
11,26,2,4,4904.0,4658.0
12,26,2,4,5028.0,4625.0
13,26,2,4,4760.0,3963.0
14,26,2,4,4034.0,2826.0
15,26,2,4,2703.0,1262.0
16,26,2,4,1518.0,168.0
17,26,2,4,174.0,0.0
18,26,2,4,0.0,0.0
19,26,2,4,0.0,0.0
20,26,2,4,0.0,0.0
21,26,2,4,0.0,0.0
22,26,2,4,0.0,0.0
23,26,2,4,0.0,0.0
0,27,2,5,0.0,0.0
1,27,2,5,0.0,0.0
2,27,2,5,0.0,0.0
3,27,2,5,0.0,0.0
4,27,2,5,0.0,0.0
5,27,2,5,0.0,10.0
6,27,2,5,17.0,348.0
7,27,2,5,535.0,1859.0
8,27,2,5,1596.0,3419.0
9,27,2,5,2544.0,4387.0
10,27,2,5,2721.0,4904.0
11,27,2,5,2733.0,5028.0
12,27,2,5,3121.0,4760.0
13,27,2,5,3151.0,4034.0
14,27,2,5,2549.0,2703.0
15,27,2,5,1545.0,1518.0
16,27,2,5,594.0,174.0
17,27,2,5,60.0,0.0
18,27,2,5,0.0,0.0
19,27,2,5,0.0,0.0
20,27,2,5,0.0,0.0
21,27,2,5,0.0,0.0
22,27,2,5,0.0,0.0
23,27,2,5,0.0,0.0
0,28,2,6,0.0,0.0
1,28,2,6,0.0,0.0
2,28,2,6,0.0,0.0
3,28,2,6,0.0,0.0
4,28,2,6,0.0,0.0
5,28,2,6,0.0,17.0
6,28,2,6,1.0,535.0
7,28,2,6,140.0,1596.0
8,28,2,6,594.0,2544.0
9,28,2,6,1342.0,2721.0
10,28,2,6,1918.0,2733.0
11,28,2,6,2032.0,3121.0
12,28,2,6,1969.0,3151.0
13,28,2,6,1734.0,2549.0
14,28,2,6,1653.0,1545.0
15,28,2,6,1029.0,594.0
16,28,2,6,452.0,60.0
17,28,2,6,60.0,0.0
18,28,2,6,0.0,0.0
19,28,2,6,0.0,0.0
20,28,2,6,0.0,0.0
21,28,2,6,0.0,0.0
22,28,2,6,0.0,0.0
23,28,2,6,0.0,0.0
0,29,2,0,1.0,0.0
1,29,2,0,1.0,0.0
2,29,2,0,0.0,0.0
3,29,2,0,1.0,0.0
4,29,2,0,0.0,0.0
5,29,2,0,0.0,1.0
6,29,2,0,1.0,140.0
7,29,2,0,252.0,594.0
8,29,2,0,1214.0,1342.0
9,29,2,0,2496.0,1918.0
10,29,2,0,3025.0,2032.0
11,29,2,0,3494.0,1969.0
12,29,2,0,3498.0,1734.0
13,29,2,0,3453.0,1653.0
14,29,2,0,2937.0,1029.0
15,29,2,0,2120.0,452.0
16,29,2,0,1058.0,60.0
17,29,2,0,164.0,0.0
18,29,2,0,0.0,0.0
19,29,2,0,0.0,0.0
20,29,2,0,0.0,0.0
21,29,2,0,0.0,0.0
22,29,2,0,0.0,0.0
23,29,2,0,0.0,1.0
0,1,3,1,0.0,1.0
1,1,3,1,0.0,0.0
2,1,3,1,0.0,1.0
3,1,3,1,0.0,0.0
4,1,3,1,0.0,0.0
5,1,3,1,0.0,1.0
6,1,3,1,28.0,252.0
7,1,3,1,649.0,1214.0
8,1,3,1,2282.0,2496.0
9,1,3,1,3886.0,3025.0
10,1,3,1,5368.0,3494.0
11,1,3,1,6452.0,3498.0
12,1,3,1,6473.0,3453.0
13,1,3,1,5670.0,2937.0
14,1,3,1,5313.0,2120.0
15,1,3,1,4073.0,1058.0
16,1,3,1,2302.0,164.0
17,1,3,1,427.0,0.0
18,1,3,1,0.0,0.0
19,1,3,1,0.0,0.0
20,1,3,1,0.0,0.0
21,1,3,1,0.0,0.0
22,1,3,1,0.0,0.0
23,1,3,1,0.0,0.0
0,2,3,2,0.0,0.0
1,2,3,2,0.0,0.0
2,2,3,2,0.0,0.0
3,2,3,2,0.0,0.0
4,2,3,2,0.0,0.0
5,2,3,2,0.0,28.0
6,2,3,2,22.0,649.0
7,2,3,2,961.0,2282.0
8,2,3,2,3290.0,3886.0
9,2,3,2,5591.0,5368.0
10,2,3,2,7262.0,6452.0
11,2,3,2,7562.0,6473.0
12,2,3,2,7185.0,5670.0
13,2,3,2,7099.0,5313.0
14,2,3,2,6317.0,4073.0
15,2,3,2,5031.0,2302.0
16,2,3,2,2319.0,427.0
17,2,3,2,327.0,0.0
18,2,3,2,0.0,0.0
19,2,3,2,0.0,0.0
20,2,3,2,0.0,0.0
21,2,3,2,0.0,0.0
22,2,3,2,0.0,0.0
23,2,3,2,0.0,0.0
0,3,3,3,0.0,0.0
1,3,3,3,0.0,0.0
2,3,3,3,0.0,0.0
3,3,3,3,0.0,0.0
4,3,3,3,0.0,0.0
5,3,3,3,0.0,22.0
6,3,3,3,36.0,961.0
7,3,3,3,347.0,3290.0
8,3,3,3,1208.0,5591.0
9,3,3,3,2655.0,7262.0
10,3,3,3,3827.0,7562.0
11,3,3,3,5083.0,7185.0
12,3,3,3,5069.0,7099.0
13,3,3,3,5335.0,6317.0
14,3,3,3,4626.0,5031.0
15,3,3,3,3571.0,2319.0
16,3,3,3,2310.0,327.0
17,3,3,3,402.0,0.0
18,3,3,3,1.0,0.0
19,3,3,3,0.0,0.0
20,3,3,3,0.0,0.0
21,3,3,3,0.0,0.0
22,3,3,3,0.0,0.0
23,3,3,3,0.0,0.0
0,4,3,4,0.0,0.0
1,4,3,4,0.0,0.0
2,4,3,4,0.0,0.0
3,4,3,4,0.0,0.0
4,4,3,4,0.0,0.0
5,4,3,4,0.0,36.0
6,4,3,4,12.0,347.0
7,4,3,4,1014.0,1208.0
8,4,3,4,3613.0,2655.0
9,4,3,4,5944.0,3827.0
10,4,3,4,7176.0,5083.0
11,4,3,4,7883.0,5069.0
12,4,3,4,7971.0,5335.0
13,4,3,4,7125.0,4626.0
14,4,3,4,5989.0,3571.0
15,4,3,4,4556.0,2310.0
16,4,3,4,2409.0,402.0
17,4,3,4,448.0,1.0
18,4,3,4,0.0,0.0
19,4,3,4,0.0,0.0
20,4,3,4,0.0,0.0
21,4,3,4,0.0,0.0
22,4,3,4,0.0,0.0
23,4,3,4,0.0,0.0
0,5,3,5,0.0,0.0
1,5,3,5,0.0,0.0
2,5,3,5,0.0,0.0
3,5,3,5,0.0,0.0
4,5,3,5,0.0,0.0
5,5,3,5,0.0,12.0
6,5,3,5,62.0,1014.0
7,5,3,5,832.0,3613.0
8,5,3,5,2092.0,5944.0
9,5,3,5,3185.0,7176.0
10,5,3,5,3805.0,7883.0
11,5,3,5,3730.0,7971.0
12,5,3,5,3411.0,7125.0
13,5,3,5,3070.0,5989.0
14,5,3,5,2452.0,4556.0
15,5,3,5,1730.0,2409.0
16,5,3,5,923.0,448.0
17,5,3,5,214.0,0.0
18,5,3,5,0.0,0.0
19,5,3,5,0.0,0.0
20,5,3,5,0.0,0.0
21,5,3,5,0.0,0.0
22,5,3,5,0.0,0.0
23,5,3,5,0.0,0.0
0,6,3,6,0.0,0.0
1,6,3,6,0.0,0.0
2,6,3,6,0.0,0.0
3,6,3,6,0.0,0.0
4,6,3,6,0.0,0.0
5,6,3,6,0.0,62.0
6,6,3,6,20.0,832.0
7,6,3,6,586.0,2092.0
8,6,3,6,1688.0,3185.0
9,6,3,6,2993.0,3805.0
10,6,3,6,3968.0,3730.0
11,6,3,6,4126.0,3411.0
12,6,3,6,3689.0,3070.0
13,6,3,6,3609.0,2452.0
14,6,3,6,3843.0,1730.0
15,6,3,6,3226.0,923.0
16,6,3,6,1958.0,214.0
17,6,3,6,412.0,0.0
18,6,3,6,0.0,0.0
19,6,3,6,0.0,0.0
20,6,3,6,0.0,0.0
21,6,3,6,0.0,0.0
22,6,3,6,0.0,0.0
23,6,3,6,0.0,0.0
0,7,3,0,0.0,0.0
1,7,3,0,0.0,0.0
2,7,3,0,0.0,0.0
3,7,3,0,0.0,0.0
4,7,3,0,0.0,0.0
5,7,3,0,0.0,20.0
6,7,3,0,19.0,586.0
7,7,3,0,672.0,1688.0
8,7,3,0,2361.0,2993.0
9,7,3,0,3862.0,3968.0
10,7,3,0,4856.0,4126.0
11,7,3,0,5929.0,3689.0
12,7,3,0,5790.0,3609.0
13,7,3,0,5619.0,3843.0
14,7,3,0,5082.0,3226.0
15,7,3,0,4463.0,1958.0
16,7,3,0,2521.0,412.0
17,7,3,0,533.0,0.0
18,7,3,0,1.0,0.0
19,7,3,0,0.0,0.0
20,7,3,0,0.0,0.0
21,7,3,0,0.0,0.0
22,7,3,0,0.0,0.0
23,7,3,0,0.0,0.0
0,8,3,1,0.0,0.0
1,8,3,1,0.0,0.0
2,8,3,1,0.0,0.0
3,8,3,1,0.0,0.0
4,8,3,1,0.0,0.0
5,8,3,1,0.0,19.0
6,8,3,1,51.0,672.0
7,8,3,1,850.0,2361.0
8,8,3,1,2579.0,3862.0
9,8,3,1,4010.0,4856.0
10,8,3,1,5012.0,5929.0
11,8,3,1,5079.0,5790.0
12,8,3,1,5263.0,5619.0
13,8,3,1,4778.0,5082.0
14,8,3,1,4393.0,4463.0
15,8,3,1,3283.0,2521.0
16,8,3,1,1553.0,533.0
17,8,3,1,393.0,1.0
18,8,3,1,1.0,0.0
19,8,3,1,0.0,0.0
20,8,3,1,0.0,0.0
21,8,3,1,0.0,0.0
22,8,3,1,0.0,0.0
23,8,3,1,0.0,0.0
0,9,3,2,0.0,0.0
1,9,3,2,0.0,0.0
2,9,3,2,0.0,0.0
3,9,3,2,0.0,0.0
4,9,3,2,0.0,0.0
5,9,3,2,0.0,51.0
6,9,3,2,66.0,850.0
7,9,3,2,723.0,2579.0
8,9,3,2,1707.0,4010.0
9,9,3,2,2624.0,5012.0
10,9,3,2,3721.0,5079.0
11,9,3,2,4170.0,5263.0
12,9,3,2,4639.0,4778.0
13,9,3,2,4608.0,4393.0
14,9,3,2,4231.0,3283.0
15,9,3,2,2765.0,1553.0
16,9,3,2,1566.0,393.0
17,9,3,2,377.0,1.0
18,9,3,2,1.0,0.0
19,9,3,2,0.0,0.0
20,9,3,2,0.0,0.0
21,9,3,2,0.0,0.0
22,9,3,2,0.0,0.0
23,9,3,2,0.0,0.0
0,10,3,3,0.0,0.0
1,10,3,3,0.0,0.0
2,10,3,3,0.0,0.0
3,10,3,3,0.0,0.0
4,10,3,3,0.0,0.0
5,10,3,3,0.0,66.0
6,10,3,3,29.0,723.0
7,10,3,3,857.0,1707.0
8,10,3,3,2312.0,2624.0
9,10,3,3,4314.0,3721.0
10,10,3,3,5526.0,4170.0
11,10,3,3,5812.0,4639.0
12,10,3,3,5398.0,4608.0
13,10,3,3,5329.0,4231.0
14,10,3,3,4676.0,2765.0
15,10,3,3,3593.0,1566.0
16,10,3,3,2233.0,377.0
17,10,3,3,669.0,1.0
18,10,3,3,29.0,0.0
19,10,3,3,29.0,0.0
20,10,3,3,29.0,0.0
21,10,3,3,29.0,0.0
22,10,3,3,29.0,0.0
23,10,3,3,29.0,0.0
0,11,3,4,0.0,0.0
1,11,3,4,0.0,0.0
2,11,3,4,0.0,0.0
3,11,3,4,0.0,0.0
4,11,3,4,0.0,0.0
5,11,3,4,0.0,29.0
6,11,3,4,53.0,857.0
7,11,3,4,797.0,2312.0
8,11,3,4,2131.0,4314.0
