hour,day,month,dayofweek,gen_lag_1,gen_lag_24
9,11,3,4,3319.0,5526.0
10,11,3,4,4052.0,5812.0
11,11,3,4,4493.0,5398.0
12,11,3,4,4847.0,5329.0
13,11,3,4,4683.0,4676.0
14,11,3,4,4040.0,3593.0
15,11,3,4,3168.0,2233.0
16,11,3,4,1924.0,669.0
17,11,3,4,625.0,29.0
18,11,3,4,31.0,29.0
19,11,3,4,29.0,29.0
20,11,3,4,29.0,29.0
21,11,3,4,29.0,29.0
22,11,3,4,29.0,29.0
23,11,3,4,29.0,0.0
0,12,3,5,0.0,0.0
1,12,3,5,0.0,0.0
2,12,3,5,0.0,0.0
3,12,3,5,0.0,0.0
4,12,3,5,0.0,0.0
5,12,3,5,0.0,53.0
6,12,3,5,18.0,797.0
7,12,3,5,723.0,2131.0
8,12,3,5,2453.0,3319.0
9,12,3,5,4228.0,4052.0
10,12,3,5,5581.0,4493.0
11,12,3,5,6307.0,4847.0
12,12,3,5,6053.0,4683.0
13,12,3,5,5764.0,4040.0
14,12,3,5,4376.0,3168.0
15,12,3,5,3652.0,1924.0
16,12,3,5,2209.0,625.0
17,12,3,5,725.0,31.0
18,12,3,5,32.0,29.0
19,12,3,5,29.0,29.0
20,12,3,5,29.0,29.0
21,12,3,5,29.0,29.0
22,12,3,5,29.0,29.0
23,12,3,5,29.0,0.0
0,13,3,6,0.0,0.0
1,13,3,6,0.0,0.0
2,13,3,6,0.0,0.0
3,13,3,6,0.0,0.0
4,13,3,6,0.0,0.0
5,13,3,6,0.0,18.0
6,13,3,6,27.0,723.0
7,13,3,6,704.0,2453.0
8,13,3,6,2264.0,4228.0
9,13,3,6,3963.0,5581.0
10,13,3,6,4598.0,6307.0
11,13,3,6,4860.0,6053.0
12,13,3,6,4474.0,5764.0
13,13,3,6,4700.0,4376.0
14,13,3,6,4140.0,3652.0
15,13,3,6,3280.0,2209.0
16,13,3,6,1927.0,725.0
17,13,3,6,659.0,32.0
18,13,3,6,32.0,29.0
19,13,3,6,29.0,29.0
20,13,3,6,29.0,29.0
21,13,3,6,29.0,29.0
22,13,3,6,29.0,29.0
23,13,3,6,29.0,0.0
0,14,3,0,0.0,0.0
1,14,3,0,0.0,0.0
2,14,3,0,0.0,0.0
3,14,3,0,0.0,0.0
4,14,3,0,0.0,0.0
5,14,3,0,0.0,27.0
6,14,3,0,39.0,704.0
7,14,3,0,1061.0,2264.0
8,14,3,0,3049.0,3963.0
9,14,3,0,4988.0,4598.0
10,14,3,0,5648.0,4860.0
11,14,3,0,5372.0,4474.0
12,14,3,0,5288.0,4700.0
13,14,3,0,5003.0,4140.0
14,14,3,0,4744.0,3280.0
15,14,3,0,3648.0,1927.0
16,14,3,0,2191.0,659.0
17,14,3,0,753.0,32.0
18,14,3,0,47.0,29.0
19,14,3,0,29.0,29.0
20,14,3,0,29.0,29.0
21,14,3,0,29.0,29.0
22,14,3,0,29.0,29.0
23,14,3,0,29.0,0.0
0,15,3,1,0.0,0.0
1,15,3,1,0.0,0.0
2,15,3,1,0.0,0.0
3,15,3,1,0.0,0.0
4,15,3,1,0.0,0.0
5,15,3,1,0.0,39.0
6,15,3,1,53.0,1061.0
7,15,3,1,1192.0,3049.0
8,15,3,1,3348.0,4988.0
9,15,3,1,5593.0,5648.0
10,15,3,1,6355.0,5372.0
11,15,3,1,6073.0,5288.0
12,15,3,1,5940.0,5003.0
13,15,3,1,5484.0,4744.0
14,15,3,1,4459.0,3648.0
15,15,3,1,3180.0,2191.0
16,15,3,1,1793.0,753.0
17,15,3,1,578.0,47.0
18,15,3,1,31.0,29.0
19,15,3,1,29.0,29.0
20,15,3,1,29.0,29.0
21,15,3,1,29.0,29.0
22,15,3,1,29.0,29.0
23,15,3,1,29.0,0.0
0,16,3,2,0.0,0.0
1,16,3,2,0.0,0.0
2,16,3,2,0.0,0.0
3,16,3,2,0.0,0.0
4,16,3,2,0.0,0.0
5,16,3,2,0.0,53.0
6,16,3,2,75.0,1192.0
7,16,3,2,865.0,3348.0
8,16,3,2,2506.0,5593.0
9,16,3,2,3781.0,6355.0
10,16,3,2,4389.0,6073.0
11,16,3,2,4780.0,5940.0
12,16,3,2,4992.0,5484.0
13,16,3,2,4903.0,4459.0
14,16,3,2,4341.0,3180.0
15,16,3,2,3280.0,1793.0
16,16,3,2,1767.0,578.0
17,16,3,2,648.0,31.0
18,16,3,2,56.0,29.0
19,16,3,2,29.0,29.0
20,16,3,2,29.0,29.0
21,16,3,2,29.0,29.0
22,16,3,2,29.0,29.0
23,16,3,2,29.0,0.0
0,17,3,3,0.0,0.0
1,17,3,3,0.0,0.0
2,17,3,3,0.0,0.0
3,17,3,3,0.0,0.0
4,17,3,3,0.0,0.0
5,17,3,3,0.0,75.0
6,17,3,3,48.0,865.0
7,17,3,3,853.0,2506.0
8,17,3,3,2198.0,3781.0
9,17,3,3,3495.0,4389.0
10,17,3,3,4690.0,4780.0
11,17,3,3,6057.0,4992.0
12,17,3,3,6236.0,4903.0
13,17,3,3,5390.0,4341.0
14,17,3,3,4893.0,3280.0
15,17,3,3,3376.0,1767.0
16,17,3,3,2068.0,648.0
17,17,3,3,881.0,56.0
18,17,3,3,77.0,29.0
19,17,3,3,29.0,29.0
20,17,3,3,29.0,29.0
21,17,3,3,29.0,29.0
22,17,3,3,29.0,29.0
23,17,3,3,29.0,0.0
0,18,3,4,0.0,0.0
1,18,3,4,0.0,0.0
2,18,3,4,0.0,0.0
3,18,3,4,0.0,0.0
4,18,3,4,0.0,0.0
5,18,3,4,0.0,48.0
6,18,3,4,59.0,853.0
7,18,3,4,1239.0,2198.0
8,18,3,4,3209.0,3495.0
9,18,3,4,5354.0,4690.0
10,18,3,4,6825.0,6057.0
11,18,3,4,7100.0,6236.0
12,18,3,4,7048.0,5390.0
13,18,3,4,6585.0,4893.0
14,18,3,4,6170.0,3376.0
15,18,3,4,4736.0,2068.0
16,18,3,4,3017.0,881.0
17,18,3,4,1259.0,77.0
18,18,3,4,104.0,29.0
19,18,3,4,29.0,29.0
20,18,3,4,29.0,29.0
21,18,3,4,29.0,29.0
22,18,3,4,29.0,29.0
23,18,3,4,29.0,0.0
0,19,3,5,0.0,0.0
1,19,3,5,0.0,0.0
2,19,3,5,0.0,0.0
3,19,3,5,0.0,0.0
4,19,3,5,0.0,0.0
5,19,3,5,0.0,59.0
6,19,3,5,193.0,1239.0
7,19,3,5,2240.0,3209.0
8,19,3,5,5133.0,5354.0
9,19,3,5,7350.0,6825.0
10,19,3,5,8882.0,7100.0
11,19,3,5,9145.0,7048.0
12,19,3,5,9305.0,6585.0
13,19,3,5,9018.0,6170.0
14,19,3,5,7599.0,4736.0
15,19,3,5,6132.0,3017.0
16,19,3,5,3831.0,1259.0
17,19,3,5,1469.0,104.0
18,19,3,5,114.0,29.0
19,19,3,5,29.0,29.0
20,19,3,5,29.0,29.0
21,19,3,5,29.0,29.0
22,19,3,5,29.0,29.0
23,19,3,5,29.0,0.0
0,20,3,6,0.0,0.0
1,20,3,6,0.0,0.0
2,20,3,6,0.0,0.0
3,20,3,6,0.0,0.0
4,20,3,6,0.0,0.0
5,20,3,6,0.0,193.0
6,20,3,6,226.0,2240.0
7,20,3,6,2096.0,5133.0
8,20,3,6,4588.0,7350.0
9,20,3,6,6634.0,8882.0
10,20,3,6,8114.0,9145.0
11,20,3,6,8643.0,9305.0
12,20,3,6,8751.0,9018.0
13,20,3,6,7909.0,7599.0
14,20,3,6,6736.0,6132.0
15,20,3,6,4865.0,3831.0
16,20,3,6,2936.0,1469.0
17,20,3,6,1172.0,114.0
18,20,3,6,96.0,29.0
19,20,3,6,29.0,29.0
20,20,3,6,29.0,29.0
21,20,3,6,29.0,29.0
22,20,3,6,29.0,29.0
23,20,3,6,29.0,0.0
0,21,3,0,0.0,0.0
1,21,3,0,0.0,0.0
2,21,3,0,0.0,0.0
3,21,3,0,0.0,0.0
4,21,3,0,0.0,0.0
5,21,3,0,0.0,226.0
6,21,3,0,159.0,2096.0
7,21,3,0,1233.0,4588.0
8,21,3,0,2790.0,6634.0
9,21,3,0,4336.0,8114.0
10,21,3,0,5529.0,8643.0
11,21,3,0,6188.0,8751.0
12,21,3,0,6322.0,7909.0
13,21,3,0,5778.0,6736.0
14,21,3,0,5855.0,4865.0
15,21,3,0,4363.0,2936.0
16,21,3,0,2761.0,1172.0
17,21,3,0,1177.0,96.0
18,21,3,0,106.0,29.0
19,21,3,0,29.0,29.0
20,21,3,0,29.0,29.0
21,21,3,0,29.0,29.0
22,21,3,0,29.0,29.0
23,21,3,0,29.0,0.0
0,22,3,1,0.0,0.0
1,22,3,1,0.0,0.0
2,22,3,1,0.0,0.0
3,22,3,1,0.0,0.0
4,22,3,1,0.0,0.0
5,22,3,1,0.0,159.0
6,22,3,1,143.0,1233.0
7,22,3,1,1164.0,2790.0
8,22,3,1,2726.0,4336.0
9,22,3,1,4140.0,5529.0
10,22,3,1,4925.0,6188.0
11,22,3,1,5254.0,6322.0
12,22,3,1,5192.0,5778.0
13,22,3,1,4811.0,5855.0
14,22,3,1,4809.0,4363.0
15,22,3,1,3597.0,2761.0
16,22,3,1,2336.0,1177.0
17,22,3,1,1042.0,106.0
18,22,3,1,108.0,29.0
19,22,3,1,29.0,29.0
20,22,3,1,29.0,29.0
21,22,3,1,29.0,29.0
22,22,3,1,29.0,29.0
23,22,3,1,29.0,0.0
0,23,3,2,0.0,0.0
1,23,3,2,0.0,0.0
2,23,3,2,0.0,0.0
3,23,3,2,0.0,0.0
4,23,3,2,0.0,0.0
5,23,3,2,0.0,143.0
6,23,3,2,122.0,1164.0
7,23,3,2,881.0,2726.0
8,23,3,2,1820.0,4140.0
9,23,3,2,3201.0,4925.0
10,23,3,2,4261.0,5254.0
11,23,3,2,5307.0,5192.0
12,23,3,2,5584.0,4811.0
13,23,3,2,4754.0,4809.0
14,23,3,2,4598.0,3597.0
15,23,3,2,3567.0,2336.0
16,23,3,2,2357.0,1042.0
17,23,3,2,1064.0,108.0
18,23,3,2,120.0,29.0
19,23,3,2,29.0,29.0
20,23,3,2,29.0,29.0
21,23,3,2,29.0,29.0
22,23,3,2,29.0,29.0
23,23,3,2,29.0,0.0
0,24,3,3,0.0,0.0
1,24,3,3,0.0,0.0
2,24,3,3,0.0,0.0
3,24,3,3,0.0,0.0
4,24,3,3,0.0,0.0
5,24,3,3,0.0,122.0
6,24,3,3,134.0,881.0
7,24,3,3,1494.0,1820.0
8,24,3,3,3559.0,3201.0
9,24,3,3,5243.0,4261.0
10,24,3,3,6852.0,5307.0
11,24,3,3,7427.0,5584.0
12,24,3,3,7860.0,4754.0
13,24,3,3,6938.0,4598.0
14,24,3,3,6490.0,3567.0
15,24,3,3,5082.0,2357.0
16,24,3,3,3347.0,1064.0
17,24,3,3,1485.0,120.0
18,24,3,3,161.0,29.0
19,24,3,3,29.0,29.0
20,24,3,3,29.0,29.0
21,24,3,3,29.0,29.0
22,24,3,3,29.0,29.0
23,24,3,3,29.0,0.0
0,25,3,4,0.0,0.0
1,25,3,4,0.0,0.0
2,25,3,4,0.0,0.0
3,25,3,4,0.0,0.0
4,25,3,4,0.0,0.0
5,25,3,4,0.0,134.0
6,25,3,4,320.0,1494.0
7,25,3,4,2436.0,3559.0
8,25,3,4,4890.0,5243.0
9,25,3,4,6745.0,6852.0
10,25,3,4,8031.0,7427.0
11,25,3,4,8292.0,7860.0
12,25,3,4,8264.0,6938.0
13,25,3,4,7911.0,6490.0
14,25,3,4,7350.0,5082.0
15,25,3,4,5647.0,3347.0
16,25,3,4,3494.0,1485.0
17,25,3,4,1396.0,161.0
18,25,3,4,138.0,29.0
19,25,3,4,29.0,29.0
20,25,3,4,29.0,29.0
21,25,3,4,29.0,29.0
22,25,3,4,29.0,29.0
23,25,3,4,29.0,0.0
0,26,3,5,0.0,0.0
1,26,3,5,0.0,0.0
2,26,3,5,0.0,0.0
3,26,3,5,0.0,0.0
4,26,3,5,0.0,0.0
5,26,3,5,0.0,320.0
6,26,3,5,190.0,2436.0
7,26,3,5,1480.0,4890.0
8,26,3,5,3866.0,6745.0
9,26,3,5,6108.0,8031.0
10,26,3,5,6947.0,8292.0
11,26,3,5,7280.0,8264.0
12,26,3,5,7335.0,7911.0
13,26,3,5,6604.0,7350.0
14,26,3,5,6038.0,5647.0
15,26,3,5,5077.0,3494.0
16,26,3,5,3261.0,1396.0
17,26,3,5,1544.0,138.0
18,26,3,5,178.0,29.0
19,26,3,5,29.0,29.0
20,26,3,5,29.0,29.0
21,26,3,5,29.0,29.0
22,26,3,5,29.0,29.0
23,26,3,5,29.0,0.0
0,27,3,6,0.0,0.0
1,27,3,6,0.0,0.0
2,27,3,6,0.0,0.0
3,27,3,6,0.0,0.0
4,27,3,6,0.0,0.0
5,27,3,6,2.0,190.0
6,27,3,6,463.0,1480.0
7,27,3,6,2294.0,3866.0
8,27,3,6,4626.0,6108.0
9,27,3,6,6238.0,6947.0
10,27,3,6,7613.0,7280.0
11,27,3,6,8074.0,7335.0
12,27,3,6,8548.0,6604.0
13,27,3,6,8197.0,6038.0
14,27,3,6,7107.0,5077.0
15,27,3,6,5304.0,3261.0
16,27,3,6,3109.0,1544.0
17,27,3,6,743.0,178.0
18,27,3,6,29.0,29.0
19,27,3,6,29.0,29.0
20,27,3,6,29.0,29.0
21,27,3,6,29.0,29.0
22,27,3,6,29.0,29.0
23,27,3,6,0.0,0.0
0,28,3,0,0.0,0.0
1,28,3,0,0.0,0.0
2,28,3,0,0.0,0.0
3,28,3,0,0.0,0.0
4,28,3,0,0.0,2.0
5,28,3,0,0.0,463.0
6,28,3,0,154.0,2294.0
7,28,3,0,919.0,4626.0
8,28,3,0,2041.0,6238.0
9,28,3,0,3045.0,7613.0
10,28,3,0,4429.0,8074.0
11,28,3,0,4872.0,8548.0
12,28,3,0,4603.0,8197.0
13,28,3,0,5282.0,7107.0
14,28,3,0,4268.0,5304.0
15,28,3,0,3121.0,3109.0
16,28,3,0,2128.0,743.0
17,28,3,0,1003.0,29.0
18,28,3,0,133.0,29.0
19,28,3,0,29.0,29.0
20,28,3,0,29.0,29.0
21,28,3,0,29.0,29.0
22,28,3,0,29.0,0.0
23,28,3,0,0.0,0.0
0,29,3,1,0.0,0.0
1,29,3,1,0.0,0.0
2,29,3,1,0.0,0.0
3,29,3,1,0.0,0.0
4,29,3,1,0.0,0.0
5,29,3,1,1.0,154.0
6,29,3,1,365.0,919.0
7,29,3,1,2023.0,2041.0
8,29,3,1,4493.0,3045.0
9,29,3,1,6538.0,4429.0
10,29,3,1,7597.0,4872.0
11,29,3,1,7541.0,4603.0
12,29,3,1,7933.0,5282.0
13,29,3,1,7518.0,4268.0
14,29,3,1,6824.0,3121.0
15,29,3,1,5310.0,2128.0
16,29,3,1,3424.0,1003.0
17,29,3,1,1513.0,133.0
18,29,3,1,193.0,29.0
19,29,3,1,29.0,29.0
20,29,3,1,29.0,29.0
21,29,3,1,29.0,29.0
22,29,3,1,29.0,0.0
23,29,3,1,0.0,0.0
0,30,3,2,0.0,0.0
1,30,3,2,0.0,0.0
2,30,3,2,0.0,0.0
3,30,3,2,0.0,0.0
4,30,3,2,0.0,1.0
5,30,3,2,1.0,365.0
6,30,3,2,410.0,2023.0
7,30,3,2,2386.0,4493.0
8,30,3,2,4668.0,6538.0
9,30,3,2,6392.0,7597.0
10,30,3,2,7084.0,7541.0
11,30,3,2,7479.0,7933.0
12,30,3,2,7455.0,7518.0
13,30,3,2,7223.0,6824.0
14,30,3,2,6564.0,5310.0
15,30,3,2,5056.0,3424.0
16,30,3,2,3053.0,1513.0
17,30,3,2,1040.0,193.0
18,30,3,2,57.0,29.0
19,30,3,2,0.0,29.0
20,30,3,2,0.0,29.0
21,30,3,2,0.0,29.0
22,30,3,2,0.0,0.0
23,30,3,2,0.0,0.0
0,31,3,3,0.0,0.0
1,31,3,3,0.0,0.0
2,31,3,3,0.0,0.0
3,31,3,3,0.0,0.0
4,31,3,3,0.0,1.0
5,31,3,3,1.0,410.0
6,31,3,3,418.0,2386.0
7,31,3,3,2118.0,4668.0
8,31,3,3,4040.0,6392.0
9,31,3,3,6155.0,7084.0
10,31,3,3,7310.0,7479.0
11,31,3,3,7242.0,7455.0
12,31,3,3,6915.0,7223.0
13,31,3,3,6525.0,6564.0
14,31,3,3,5696.0,5056.0
15,31,3,3,4185.0,3053.0
16,31,3,3,2429.0,1040.0
17,31,3,3,749.0,57.0
18,31,3,3,46.0,0.0
19,31,3,3,0.0,0.0
20,31,3,3,0.0,0.0
21,31,3,3,0.0,0.0
22,31,3,3,0.0,0.0
23,31,3,3,0.0,0.0
0,1,4,4,0.0,0.0
1,1,4,4,0.0,0.0
2,1,4,4,0.0,0.0
3,1,4,4,0.0,0.0
4,1,4,4,0.0,1.0
5,1,4,4,0.0,418.0
6,1,4,4,266.0,2118.0
7,1,4,4,1338.0,4040.0
8,1,4,4,2818.0,6155.0
9,1,4,4,4124.0,7310.0
10,1,4,4,5025.0,7242.0
11,1,4,4,5264.0,6915.0
12,1,4,4,5304.0,6525.0
13,1,4,4,6265.0,5696.0
14,1,4,4,5690.0,4185.0
15,1,4,4,4509.0,2429.0
16,1,4,4,3029.0,749.0
17,1,4,4,1391.0,46.0
18,1,4,4,198.0,0.0
19,1,4,4,32.0,0.0
20,1,4,4,32.0,0.0
21,1,4,4,32.0,0.0
22,1,4,4,32.0,0.0
23,1,4,4,180.0,0.0
0,2,4,5,180.0,0.0
1,2,4,5,180.0,0.0
2,2,4,5,180.0,0.0
3,2,4,5,180.0,0.0
4,2,4,5,180.0,0.0
5,2,4,5,157.0,266.0
6,2,4,5,208.0,1338.0
7,2,4,5,1058.0,2818.0
8,2,4,5,2347.0,4124.0
9,2,4,5,3627.0,5025.0
10,2,4,5,4166.0,5264.0
11,2,4,5,4844.0,5304.0
12,2,4,5,5219.0,6265.0
13,2,4,5,5621.0,5690.0
14,2,4,5,5554.0,4509.0
15,2,4,5,4726.0,3029.0
16,2,4,5,2915.0,1391.0
17,2,4,5,1376.0,198.0
18,2,4,5,206.0,32.0
19,2,4,5,29.0,32.0
20,2,4,5,29.0,32.0
21,2,4,5,29.0,32.0
22,2,4,5,29.0,180.0
23,2,4,5,0.0,180.0
0,3,4,6,0.0,180.0
1,3,4,6,0.0,180.0
2,3,4,6,0.0,180.0
3,3,4,6,0.0,180.0
4,3,4,6,0.0,157.0
5,3,4,6,1.0,208.0
6,3,4,6,401.0,1058.0
7,3,4,6,1921.0,2347.0
8,3,4,6,3751.0,3627.0
9,3,4,6,5464.0,4166.0
10,3,4,6,6102.0,4844.0
11,3,4,6,6668.0,5219.0
12,3,4,6,7157.0,5621.0
13,3,4,6,7875.0,5554.0
14,3,4,6,7120.0,4726.0
15,3,4,6,5600.0,2915.0
16,3,4,6,3603.0,1376.0
17,3,4,6,1535.0,206.0
18,3,4,6,227.0,29.0
19,3,4,6,29.0,29.0
20,3,4,6,29.0,29.0
21,3,4,6,29.0,29.0
22,3,4,6,29.0,0.0
23,3,4,6,0.0,0.0
0,4,4,0,0.0,0.0
1,4,4,0,0.0,0.0
2,4,4,0,0.0,0.0
3,4,4,0,0.0,0.0
4,4,4,0,0.0,1.0
5,4,4,0,2.0,401.0
6,4,4,0,427.0,1921.0
7,4,4,0,1884.0,3751.0
8,4,4,0,3622.0,5464.0
9,4,4,0,5439.0,6102.0
10,4,4,0,6397.0,6668.0
11,4,4,0,7198.0,7157.0
12,4,4,0,7237.0,7875.0
13,4,4,0,7830.0,7120.0
14,4,4,0,6970.0,5600.0
15,4,4,0,5375.0,3603.0
16,4,4,0,3524.0,1535.0
17,4,4,0,1603.0,227.0
18,4,4,0,229.0,29.0
19,4,4,0,29.0,29.0
20,4,4,0,29.0,29.0
21,4,4,0,29.0,29.0
22,4,4,0,29.0,0.0
23,4,4,0,0.0,0.0
0,5,4,1,0.0,0.0
1,5,4,1,0.0,0.0
2,5,4,1,0.0,0.0
3,5,4,1,0.0,0.0
4,5,4,1,0.0,2.0
5,5,4,1,5.0,427.0
6,5,4,1,486.0,1884.0
7,5,4,1,1931.0,3622.0
8,5,4,1,3532.0,5439.0
9,5,4,1,5115.0,6397.0
10,5,4,1,6088.0,7198.0
11,5,4,1,7233.0,7237.0
12,5,4,1,8129.0,7830.0
13,5,4,1,7775.0,6970.0
14,5,4,1,6757.0,5375.0
15,5,4,1,5203.0,3524.0
16,5,4,1,3436.0,1603.0
17,5,4,1,1550.0,229.0
18,5,4,1,244.0,29.0
19,5,4,1,29.0,29.0
20,5,4,1,29.0,29.0
21,5,4,1,29.0,29.0
22,5,4,1,29.0,0.0
23,5,4,1,0.0,0.0
0,6,4,2,0.0,0.0
1,6,4,2,0.0,0.0
2,6,4,2,0.0,0.0
3,6,4,2,0.0,0.0
4,6,4,2,0.0,5.0
5,6,4,2,0.0,486.0
6,6,4,2,483.0,1931.0
7,6,4,2,2186.0,3532.0
8,6,4,2,4124.0,5115.0
9,6,4,2,5742.0,6088.0
10,6,4,2,7080.0,7233.0
11,6,4,2,8083.0,8129.0
12,6,4,2,8387.0,7775.0
13,6,4,2,8150.0,6757.0
14,6,4,2,7352.0,5203.0
15,6,4,2,5688.0,3436.0
16,6,4,2,3500.0,1550.0
17,6,4,2,1592.0,244.0
18,6,4,2,273.0,29.0
19,6,4,2,29.0,29.0
20,6,4,2,29.0,29.0
21,6,4,2,29.0,29.0
22,6,4,2,29.0,0.0
23,6,4,2,0.0,0.0
0,7,4,3,0.0,0.0
1,7,4,3,0.0,0.0
2,7,4,3,0.0,0.0
3,7,4,3,0.0,0.0
4,7,4,3,0.0,0.0
5,7,4,3,3.0,483.0
6,7,4,3,442.0,2186.0
7,7,4,3,1707.0,4124.0
8,7,4,3,3385.0,5742.0
9,7,4,3,4907.0,7080.0
10,7,4,3,5462.0,8083.0
11,7,4,3,5921.0,8387.0
12,7,4,3,6116.0,8150.0
13,7,4,3,6434.0,7352.0
14,7,4,3,5481.0,5688.0
15,7,4,3,4050.0,3500.0
16,7,4,3,2551.0,1592.0
17,7,4,3,1281.0,273.0
18,7,4,3,299.0,29.0
19,7,4,3,57.0,29.0
20,7,4,3,48.0,29.0
21,7,4,3,48.0,29.0
22,7,4,3,48.0,0.0
23,7,4,3,0.0,0.0
0,8,4,4,0.0,0.0
1,8,4,4,0.0,0.0
2,8,4,4,0.0,0.0
3,8,4,4,0.0,0.0
4,8,4,4,0.0,3.0
5,8,4,4,0.0,442.0
6,8,4,4,248.0,1707.0
7,8,4,4,1061.0,3385.0
8,8,4,4,1908.0,4907.0
9,8,4,4,2770.0,5462.0
10,8,4,4,3491.0,5921.0
11,8,4,4,3906.0,6116.0
12,8,4,4,3877.0,6434.0
13,8,4,4,4529.0,5481.0
14,8,4,4,3807.0,4050.0
15,8,4,4,3239.0,2551.0
16,8,4,4,2237.0,1281.0
17,8,4,4,1004.0,299.0
18,8,4,4,228.0,57.0
19,8,4,4,57.0,48.0
20,8,4,4,48.0,48.0
21,8,4,4,47.0,48.0
22,8,4,4,47.0,0.0
23,8,4,4,0.0,0.0
0,9,4,5,0.0,0.0
1,9,4,5,0.0,0.0
2,9,4,5,0.0,0.0
3,9,4,5,0.0,0.0
4,9,4,5,0.0,0.0
5,9,4,5,2.0,248.0
6,9,4,5,426.0,1061.0
7,9,4,5,1829.0,1908.0
8,9,4,5,3408.0,2770.0
9,9,4,5,4878.0,3491.0
10,9,4,5,6058.0,3906.0
11,9,4,5,6557.0,3877.0
12,9,4,5,6371.0,4529.0
13,9,4,5,7085.0,3807.0
14,9,4,5,5524.0,3239.0
15,9,4,5,3906.0,2237.0
16,9,4,5,2738.0,1004.0
17,9,4,5,1366.0,228.0
18,9,4,5,281.0,57.0
19,9,4,5,53.0,48.0
20,9,4,5,47.0,47.0
21,9,4,5,48.0,47.0
22,9,4,5,48.0,0.0
23,9,4,5,0.0,0.0
0,10,4,6,0.0,0.0
1,10,4,6,0.0,0.0
2,10,4,6,0.0,0.0
3,10,4,6,0.0,0.0
4,10,4,6,0.0,2.0
5,10,4,6,2.0,426.0
6,10,4,6,460.0,1829.0
7,10,4,6,2034.0,3408.0
8,10,4,6,4145.0,4878.0
9,10,4,6,5653.0,6058.0
10,10,4,6,7042.0,6557.0
11,10,4,6,7913.0,6371.0
12,10,4,6,8266.0,7085.0
13,10,4,6,7953.0,5524.0
14,10,4,6,7031.0,3906.0
15,10,4,6,5868.0,2738.0
16,10,4,6,4023.0,1366.0
17,10,4,6,1948.0,281.0
18,10,4,6,406.0,53.0
19,10,4,6,57.0,47.0
20,10,4,6,47.0,48.0
21,10,4,6,47.0,48.0
22,10,4,6,47.0,0.0
23,10,4,6,0.0,0.0
0,11,4,0,0.0,0.0
1,11,4,0,0.0,0.0
2,11,4,0,0.0,0.0
3,11,4,0,0.0,0.0
4,11,4,0,0.0,2.0
5,11,4,0,13.0,460.0
6,11,4,0,834.0,2034.0
7,11,4,0,3187.0,4145.0
8,11,4,0,5687.0,5653.0
9,11,4,0,7645.0,7042.0
10,11,4,0,8655.0,7913.0
11,11,4,0,9495.0,8266.0
12,11,4,0,9574.0,7953.0
13,11,4,0,9046.0,7031.0
14,11,4,0,8363.0,5868.0
15,11,4,0,6708.0,4023.0
16,11,4,0,4442.0,1948.0
17,11,4,0,2080.0,406.0
18,11,4,0,416.0,57.0
19,11,4,0,58.0,47.0
20,11,4,0,55.0,47.0
21,11,4,0,60.0,47.0
22,11,4,0,55.0,0.0
23,11,4,0,0.0,0.0
0,12,4,1,0.0,0.0
1,12,4,1,0.0,0.0
2,12,4,1,0.0,0.0
3,12,4,1,0.0,0.0
4,12,4,1,0.0,13.0
5,12,4,1,16.0,834.0
6,12,4,1,775.0,3187.0
7,12,4,1,2977.0,5687.0
8,12,4,1,5540.0,7645.0
9,12,4,1,7371.0,8655.0
10,12,4,1,8098.0,9495.0
11,12,4,1,8679.0,9574.0
12,12,4,1,8771.0,9046.0
13,12,4,1,8410.0,8363.0
14,12,4,1,7599.0,6708.0
15,12,4,1,5870.0,4442.0
16,12,4,1,3849.0,2080.0
17,12,4,1,1835.0,416.0
18,12,4,1,371.0,58.0
19,12,4,1,30.0,55.0
20,12,4,1,29.0,60.0
21,12,4,1,29.0,55.0
22,12,4,1,31.0,0.0
23,12,4,1,0.0,0.0
0,13,4,2,0.0,0.0
1,13,4,2,0.0,0.0
2,13,4,2,0.0,0.0
3,13,4,2,0.0,0.0
4,13,4,2,0.0,16.0
5,13,4,2,32.0,775.0
6,13,4,2,604.0,2977.0
7,13,4,2,1924.0,5540.0
8,13,4,2,3466.0,7371.0
9,13,4,2,5343.0,8098.0
10,13,4,2,6343.0,8679.0
11,13,4,2,7161.0,8771.0
12,13,4,2,6838.0,8410.0
13,13,4,2,6781.0,7599.0
14,13,4,2,5943.0,5870.0
15,13,4,2,4576.0,3849.0
16,13,4,2,3004.0,1835.0
17,13,4,2,1583.0,371.0
18,13,4,2,355.0,30.0
19,13,4,2,34.0,29.0
20,13,4,2,32.0,29.0
21,13,4,2,36.0,31.0
22,13,4,2,43.0,0.0
23,13,4,2,0.0,0.0
0,14,4,3,0.0,0.0
1,14,4,3,0.0,0.0
2,14,4,3,0.0,0.0
3,14,4,3,0.0,0.0
4,14,4,3,0.0,32.0
5,14,4,3,9.0,604.0
6,14,4,3,706.0,1924.0
7,14,4,3,2923.0,3466.0
8,14,4,3,5251.0,5343.0
9,14,4,3,7520.0,6343.0
10,14,4,3,8505.0,7161.0
11,14,4,3,8834.0,6838.0
12,14,4,3,9137.0,6781.0
13,14,4,3,8641.0,5943.0
14,14,4,3,7892.0,4576.0
15,14,4,3,6280.0,3004.0
16,14,4,3,4115.0,1583.0
17,14,4,3,1866.0,355.0
18,14,4,3,411.0,34.0
19,14,4,3,64.0,32.0
